"","stat_id","IP","date","team_key","year","stat_name","IP_round","ERA","WHIP","run_per_inning","run_per_out","wh_per_out","true_WHIP"
"107",50,15.333,16538,"346.l.49099.t.11",2015,"IP",16,0.59,1.11,0.0655555555555555,0.0218518518518519,0.37,1.08
"108",50,8,16538,"346.l.49099.t.12",2015,"IP",8,7.88,1.88,0.875555555555556,0.291851851851852,0.626666666666667,1.08
"109",50,NA,16539,"346.l.49099.t.1",2015,"IP",12,0.79,0.44,0.0877777777777778,0.0292592592592593,0.146666666666667,1.08
"110",50,6.333,16539,"346.l.49099.t.2",2015,"IP",7,1.42,1.42,0.157777777777778,0.0525925925925926,0.473333333333333,1.08
"111",50,1,16539,"346.l.49099.t.3",2015,"IP",1,18,2,2,0.666666666666667,0.666666666666667,1.08
"112",50,8,16539,"346.l.49099.t.4",2015,"IP",8,4.5,0.88,0.5,0.166666666666667,0.293333333333333,1.08
"113",50,9.333,16539,"346.l.49099.t.5",2015,"IP",10,0.96,1.07,0.106666666666667,0.0355555555555556,0.356666666666667,1.08
"114",50,8.667,16539,"346.l.49099.t.6",2015,"IP",9,1.04,1.04,0.115555555555556,0.0385185185185185,0.346666666666667,1.08
"115",50,8.667,16539,"346.l.49099.t.7",2015,"IP",9,3.12,1.04,0.346666666666667,0.115555555555556,0.346666666666667,1.08
"116",50,8.667,16539,"346.l.49099.t.8",2015,"IP",9,1.04,0.46,0.115555555555556,0.0385185185185185,0.153333333333333,1.08
"117",50,0.333,16539,"346.l.49099.t.9",2015,"IP",1,54,12,6,2,4,1.08
"118",50,6.333,16539,"346.l.49099.t.10",2015,"IP",7,7.11,1.89,0.79,0.263333333333333,0.63,1.08
"119",50,NA,16539,"346.l.49099.t.11",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"120",50,7.667,16539,"346.l.49099.t.12",2015,"IP",8,4.7,1.3,0.522222222222222,0.174074074074074,0.433333333333333,1.08
"121",50,0.667,16540,"346.l.49099.t.1",2015,"IP",1,0,0,0,0,0,1.08
"122",50,1,16540,"346.l.49099.t.2",2015,"IP",1,0,1,0,0,0.333333333333333,1.08
"123",50,6.667,16540,"346.l.49099.t.3",2015,"IP",7,1.35,1.05,0.15,0.05,0.35,1.08
"124",50,7,16540,"346.l.49099.t.4",2015,"IP",7,5.14,1.43,0.571111111111111,0.19037037037037,0.476666666666667,1.08
"125",50,NA,16540,"346.l.49099.t.5",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"126",50,8,16540,"346.l.49099.t.6",2015,"IP",8,4.5,1,0.5,0.166666666666667,0.333333333333333,1.08
"127",50,9.667,16540,"346.l.49099.t.7",2015,"IP",10,2.79,0.72,0.31,0.103333333333333,0.24,1.08
"128",50,1,16540,"346.l.49099.t.8",2015,"IP",1,0,0,0,0,0,1.08
"129",50,2,16540,"346.l.49099.t.9",2015,"IP",2,0,0.5,0,0,0.166666666666667,1.08
"130",50,1,16540,"346.l.49099.t.10",2015,"IP",1,0,0,0,0,0,1.08
"131",50,18,16540,"346.l.49099.t.11",2015,"IP",18,2,1.11,0.222222222222222,0.0740740740740741,0.37,1.08
"132",50,8,16540,"346.l.49099.t.12",2015,"IP",8,2.25,0.88,0.25,0.0833333333333333,0.293333333333333,1.08
"133",50,8,16541,"346.l.49099.t.1",2015,"IP",8,5.62,1.12,0.624444444444444,0.208148148148148,0.373333333333333,1.08
"134",50,7.667,16541,"346.l.49099.t.2",2015,"IP",8,2.35,0.78,0.261111111111111,0.087037037037037,0.26,1.08
"135",50,2,16541,"346.l.49099.t.3",2015,"IP",2,0,0.5,0,0,0.166666666666667,1.08
"136",50,1,16541,"346.l.49099.t.4",2015,"IP",1,9,4,1,0.333333333333333,1.33333333333333,1.08
"137",50,7,16541,"346.l.49099.t.5",2015,"IP",7,0,0.57,0,0,0.19,1.08
"138",50,2.667,16541,"346.l.49099.t.6",2015,"IP",3,3.38,1.88,0.375555555555556,0.125185185185185,0.626666666666667,1.08
"139",50,7,16541,"346.l.49099.t.7",2015,"IP",7,0,0.86,0,0,0.286666666666667,1.08
"140",50,10.667,16541,"346.l.49099.t.8",2015,"IP",11,5.06,1.69,0.562222222222222,0.187407407407407,0.563333333333333,1.08
"141",50,6.333,16541,"346.l.49099.t.9",2015,"IP",7,2.84,1.26,0.315555555555556,0.105185185185185,0.42,1.08
"142",50,6,16541,"346.l.49099.t.10",2015,"IP",6,7.5,1.5,0.833333333333333,0.277777777777778,0.5,1.08
"143",50,NA,16541,"346.l.49099.t.11",2015,"IP",NA,NA,NA,NA,NA,NA,1.08
"144",50,1.667,16541,"346.l.49099.t.12",2015,"IP",2,10.8,1.8,1.2,0.4,0.6,1.08
"145",50,3,16542,"346.l.49099.t.1",2015,"IP",3,15,3,1.66666666666667,0.555555555555556,1,1.08
"146",50,15,16542,"346.l.49099.t.2",2015,"IP",15,6,1.13,0.666666666666667,0.222222222222222,0.376666666666667,1.08
"147",50,NA,16542,"346.l.49099.t.3",2015,"IP",12,0.77,0.6,0.0855555555555556,0.0285185185185185,0.2,1.08
"148",50,NA,16542,"346.l.49099.t.4",2015,"IP",12,6.17,1.89,0.685555555555556,0.228518518518519,0.63,1.08
"149",50,NA,16542,"346.l.49099.t.5",2015,"IP",13,2.19,1.05,0.243333333333333,0.0811111111111111,0.35,1.08
"150",50,15,16542,"346.l.49099.t.6",2015,"IP",15,3.6,1.2,0.4,0.133333333333333,0.4,1.08
"151",50,2,16542,"346.l.49099.t.7",2015,"IP",2,0,0.5,0,0,0.166666666666667,1.08
"152",50,23.333,16542,"346.l.49099.t.8",2015,"IP",24,2.7,0.81,0.3,0.1,0.27,1.08
"153",50,15.333,16542,"346.l.49099.t.9",2015,"IP",16,1.17,0.85,0.13,0.0433333333333333,0.283333333333333,1.08
"154",50,14,16542,"346.l.49099.t.10",2015,"IP",14,3.21,1.07,0.356666666666667,0.118888888888889,0.356666666666667,1.08
"155",50,4,16542,"346.l.49099.t.11",2015,"IP",4,4.5,1.25,0.5,0.166666666666667,0.416666666666667,1.08
"156",50,8,16542,"346.l.49099.t.12",2015,"IP",8,2.25,0.75,0.25,0.0833333333333333,0.25,1.08
"157",50,19.333,16543,"346.l.49099.t.1",2015,"IP",20,2.79,0.98,0.31,0.103333333333333,0.326666666666667,1.08
"158",50,18,16543,"346.l.49099.t.2",2015,"IP",18,4.5,0.94,0.5,0.166666666666667,0.313333333333333,1.08
"159",50,NA,16543,"346.l.49099.t.3",2015,"IP",12,9.53,1.94,1.05888888888889,0.352962962962963,0.646666666666667,1.08
"160",50,15,16543,"346.l.49099.t.4",2015,"IP",15,1.8,1.13,0.2,0.0666666666666667,0.376666666666667,1.08
"161",50,4,16543,"346.l.49099.t.5",2015,"IP",4,11.25,2.5,1.25,0.416666666666667,0.833333333333333,1.08
"162",50,1,16543,"346.l.49099.t.6",2015,"IP",1,0,1,0,0,0.333333333333333,1.08
"163",50,14.333,16543,"346.l.49099.t.7",2015,"IP",15,3.77,1.12,0.418888888888889,0.13962962962963,0.373333333333333,1.08
"164",50,14,16543,"346.l.49099.t.8",2015,"IP",14,3.21,1.36,0.356666666666667,0.118888888888889,0.453333333333333,1.08
"165",50,7,16543,"346.l.49099.t.9",2015,"IP",7,2.57,1.14,0.285555555555556,0.0951851851851852,0.38,1.08
"166",50,1,16543,"346.l.49099.t.10",2015,"IP",1,0,1,0,0,0.333333333333333,1.08
"167",50,15,16543,"346.l.49099.t.11",2015,"IP",15,1.8,0.87,0.2,0.0666666666666667,0.29,1.08
"168",50,1.333,16543,"346.l.49099.t.12",2015,"IP",2,0,1.5,0,0,0.5,1.08
"169",50,8,16544,"346.l.49099.t.1",2015,"IP",8,1.12,1.38,0.124444444444444,0.0414814814814815,0.46,1.08
"170",50,13.333,16544,"346.l.49099.t.2",2015,"IP",14,3.38,1.27,0.375555555555556,0.125185185185185,0.423333333333333,1.08
"171",50,2,16544,"346.l.49099.t.3",2015,"IP",2,4.5,1.5,0.5,0.166666666666667,0.5,1.08
"172",50,6,16544,"346.l.49099.t.4",2015,"IP",6,6,1.33,0.666666666666667,0.222222222222222,0.443333333333333,1.08
