stat_id,value,date,team_key
60,-,2012-03-28,268.l.14615.t.1
7,-,2012-03-28,268.l.14615.t.1
13,-,2012-03-28,268.l.14615.t.1
16,-,2012-03-28,268.l.14615.t.1
23,-,2012-03-28,268.l.14615.t.1
4,-,2012-03-28,268.l.14615.t.1
50,-,2012-03-28,268.l.14615.t.1
28,-,2012-03-28,268.l.14615.t.1
32,-,2012-03-28,268.l.14615.t.1
42,-,2012-03-28,268.l.14615.t.1
26,-,2012-03-28,268.l.14615.t.1
27,-,2012-03-28,268.l.14615.t.1
60,-,2012-03-28,268.l.14615.t.2
7,-,2012-03-28,268.l.14615.t.2
13,-,2012-03-28,268.l.14615.t.2
16,-,2012-03-28,268.l.14615.t.2
23,-,2012-03-28,268.l.14615.t.2
4,-,2012-03-28,268.l.14615.t.2
50,-,2012-03-28,268.l.14615.t.2
28,-,2012-03-28,268.l.14615.t.2
32,-,2012-03-28,268.l.14615.t.2
42,-,2012-03-28,268.l.14615.t.2
26,-,2012-03-28,268.l.14615.t.2
27,-,2012-03-28,268.l.14615.t.2
60,-,2012-03-28,268.l.14615.t.3
7,-,2012-03-28,268.l.14615.t.3
13,-,2012-03-28,268.l.14615.t.3
16,-,2012-03-28,268.l.14615.t.3
23,-,2012-03-28,268.l.14615.t.3
4,-,2012-03-28,268.l.14615.t.3
50,-,2012-03-28,268.l.14615.t.3
28,-,2012-03-28,268.l.14615.t.3
32,-,2012-03-28,268.l.14615.t.3
42,-,2012-03-28,268.l.14615.t.3
26,-,2012-03-28,268.l.14615.t.3
27,-,2012-03-28,268.l.14615.t.3
60,-,2012-03-28,268.l.14615.t.4
7,-,2012-03-28,268.l.14615.t.4
13,-,2012-03-28,268.l.14615.t.4
16,-,2012-03-28,268.l.14615.t.4
23,-,2012-03-28,268.l.14615.t.4
4,-,2012-03-28,268.l.14615.t.4
50,-,2012-03-28,268.l.14615.t.4
28,-,2012-03-28,268.l.14615.t.4
32,-,2012-03-28,268.l.14615.t.4
42,-,2012-03-28,268.l.14615.t.4
26,-,2012-03-28,268.l.14615.t.4
27,-,2012-03-28,268.l.14615.t.4
60,2/9,2012-03-28,268.l.14615.t.5
7,2,2012-03-28,268.l.14615.t.5
13,2,2012-03-28,268.l.14615.t.5
16,1,2012-03-28,268.l.14615.t.5
23,5,2012-03-28,268.l.14615.t.5
4,.222,2012-03-28,268.l.14615.t.5
50,2.0,2012-03-28,268.l.14615.t.5
28,0,2012-03-28,268.l.14615.t.5
32,1,2012-03-28,268.l.14615.t.5
42,2,2012-03-28,268.l.14615.t.5
26,0.00,2012-03-28,268.l.14615.t.5
27,0.50,2012-03-28,268.l.14615.t.5
60,-,2012-03-28,268.l.14615.t.6
7,-,2012-03-28,268.l.14615.t.6
13,-,2012-03-28,268.l.14615.t.6
16,-,2012-03-28,268.l.14615.t.6
23,-,2012-03-28,268.l.14615.t.6
4,-,2012-03-28,268.l.14615.t.6
50,-,2012-03-28,268.l.14615.t.6
28,-,2012-03-28,268.l.14615.t.6
32,-,2012-03-28,268.l.14615.t.6
42,-,2012-03-28,268.l.14615.t.6
26,-,2012-03-28,268.l.14615.t.6
27,-,2012-03-28,268.l.14615.t.6
60,-,2012-03-28,268.l.14615.t.7
7,-,2012-03-28,268.l.14615.t.7
13,-,2012-03-28,268.l.14615.t.7
16,-,2012-03-28,268.l.14615.t.7
23,-,2012-03-28,268.l.14615.t.7
4,-,2012-03-28,268.l.14615.t.7
50,-,2012-03-28,268.l.14615.t.7
28,-,2012-03-28,268.l.14615.t.7
32,-,2012-03-28,268.l.14615.t.7
42,-,2012-03-28,268.l.14615.t.7
26,-,2012-03-28,268.l.14615.t.7
27,-,2012-03-28,268.l.14615.t.7
60,-,2012-03-28,268.l.14615.t.8
7,-,2012-03-28,268.l.14615.t.8
13,-,2012-03-28,268.l.14615.t.8
16,-,2012-03-28,268.l.14615.t.8
23,-,2012-03-28,268.l.14615.t.8
4,-,2012-03-28,268.l.14615.t.8
50,-,2012-03-28,268.l.14615.t.8
28,-,2012-03-28,268.l.14615.t.8
32,-,2012-03-28,268.l.14615.t.8
42,-,2012-03-28,268.l.14615.t.8
26,-,2012-03-28,268.l.14615.t.8
27,-,2012-03-28,268.l.14615.t.8
60,-,2012-03-28,268.l.14615.t.9
7,-,2012-03-28,268.l.14615.t.9
13,-,2012-03-28,268.l.14615.t.9
16,-,2012-03-28,268.l.14615.t.9
23,-,2012-03-28,268.l.14615.t.9
4,-,2012-03-28,268.l.14615.t.9
50,-,2012-03-28,268.l.14615.t.9
28,-,2012-03-28,268.l.14615.t.9
32,-,2012-03-28,268.l.14615.t.9
42,-,2012-03-28,268.l.14615.t.9
26,-,2012-03-28,268.l.14615.t.9
27,-,2012-03-28,268.l.14615.t.9
60,-,2012-03-28,268.l.14615.t.10
7,-,2012-03-28,268.l.14615.t.10
13,-,2012-03-28,268.l.14615.t.10
16,-,2012-03-28,268.l.14615.t.10
23,-,2012-03-28,268.l.14615.t.10
4,-,2012-03-28,268.l.14615.t.10
50,15.0,2012-03-28,268.l.14615.t.10
28,0,2012-03-28,268.l.14615.t.10
32,0,2012-03-28,268.l.14615.t.10
42,9,2012-03-28,268.l.14615.t.10
26,1.20,2012-03-28,268.l.14615.t.10
27,0.73,2012-03-28,268.l.14615.t.10
60,-,2012-03-28,268.l.14615.t.11
7,-,2012-03-28,268.l.14615.t.11
13,-,2012-03-28,268.l.14615.t.11
16,-,2012-03-28,268.l.14615.t.11
23,-,2012-03-28,268.l.14615.t.11
4,-,2012-03-28,268.l.14615.t.11
50,-,2012-03-28,268.l.14615.t.11
28,-,2012-03-28,268.l.14615.t.11
32,-,2012-03-28,268.l.14615.t.11
42,-,2012-03-28,268.l.14615.t.11
26,-,2012-03-28,268.l.14615.t.11
27,-,2012-03-28,268.l.14615.t.11
60,-,2012-03-29,268.l.14615.t.1
7,-,2012-03-29,268.l.14615.t.1
13,-,2012-03-29,268.l.14615.t.1
16,-,2012-03-29,268.l.14615.t.1
23,-,2012-03-29,268.l.14615.t.1
4,-,2012-03-29,268.l.14615.t.1
50,-,2012-03-29,268.l.14615.t.1
28,-,2012-03-29,268.l.14615.t.1
32,-,2012-03-29,268.l.14615.t.1
42,-,2012-03-29,268.l.14615.t.1
26,-,2012-03-29,268.l.14615.t.1
27,-,2012-03-29,268.l.14615.t.1
60,-,2012-03-29,268.l.14615.t.2
7,-,2012-03-29,268.l.14615.t.2
13,-,2012-03-29,268.l.14615.t.2
16,-,2012-03-29,268.l.14615.t.2
23,-,2012-03-29,268.l.14615.t.2
4,-,2012-03-29,268.l.14615.t.2
50,-,2012-03-29,268.l.14615.t.2
28,-,2012-03-29,268.l.14615.t.2
32,-,2012-03-29,268.l.14615.t.2
42,-,2012-03-29,268.l.14615.t.2
26,-,2012-03-29,268.l.14615.t.2
27,-,2012-03-29,268.l.14615.t.2
60,1/4,2012-03-29,268.l.14615.t.3
7,0,2012-03-29,268.l.14615.t.3
13,0,2012-03-29,268.l.14615.t.3
16,0,2012-03-29,268.l.14615.t.3
23,1,2012-03-29,268.l.14615.t.3
4,.250,2012-03-29,268.l.14615.t.3
50,-,2012-03-29,268.l.14615.t.3
28,-,2012-03-29,268.l.14615.t.3
32,-,2012-03-29,268.l.14615.t.3
42,-,2012-03-29,268.l.14615.t.3
26,-,2012-03-29,268.l.14615.t.3
27,-,2012-03-29,268.l.14615.t.3
60,1/3,2012-03-29,268.l.14615.t.4
7,1,2012-03-29,268.l.14615.t.4
13,2,2012-03-29,268.l.14615.t.4
16,0,2012-03-29,268.l.14615.t.4
23,4,2012-03-29,268.l.14615.t.4
4,.333,2012-03-29,268.l.14615.t.4
50,-,2012-03-29,268.l.14615.t.4
28,-,2012-03-29,268.l.14615.t.4
32,-,2012-03-29,268.l.14615.t.4
42,-,2012-03-29,268.l.14615.t.4
26,-,2012-03-29,268.l.14615.t.4
27,-,2012-03-29,268.l.14615.t.4
60,1/7,2012-03-29,268.l.14615.t.5
7,0,2012-03-29,268.l.14615.t.5
13,0,2012-03-29,268.l.14615.t.5
16,0,2012-03-29,268.l.14615.t.5
23,1,2012-03-29,268.l.14615.t.5
4,.143,2012-03-29,268.l.14615.t.5
50,1.0,2012-03-29,268.l.14615.t.5
28,0,2012-03-29,268.l.14615.t.5
32,1,2012-03-29,268.l.14615.t.5
42,1,2012-03-29,268.l.14615.t.5
26,0.00,2012-03-29,268.l.14615.t.5
27,0.00,2012-03-29,268.l.14615.t.5
60,-,2012-03-29,268.l.14615.t.6
7,-,2012-03-29,268.l.14615.t.6
13,-,2012-03-29,268.l.14615.t.6
16,-,2012-03-29,268.l.14615.t.6
23,-,2012-03-29,268.l.14615.t.6
4,-,2012-03-29,268.l.14615.t.6
50,-,2012-03-29,268.l.14615.t.6
28,-,2012-03-29,268.l.14615.t.6
32,-,2012-03-29,268.l.14615.t.6
42,-,2012-03-29,268.l.14615.t.6
26,-,2012-03-29,268.l.14615.t.6
27,-,2012-03-29,268.l.14615.t.6
60,-,2012-03-29,268.l.14615.t.7
7,-,2012-03-29,268.l.14615.t.7
13,-,2012-03-29,268.l.14615.t.7
16,-,2012-03-29,268.l.14615.t.7
23,-,2012-03-29,268.l.14615.t.7
4,-,2012-03-29,268.l.14615.t.7
50,-,2012-03-29,268.l.14615.t.7
28,-,2012-03-29,268.l.14615.t.7
32,-,2012-03-29,268.l.14615.t.7
42,-,2012-03-29,268.l.14615.t.7
26,-,2012-03-29,268.l.14615.t.7
27,-,2012-03-29,268.l.14615.t.7
60,-,2012-03-29,268.l.14615.t.8
7,-,2012-03-29,268.l.14615.t.8
13,-,2012-03-29,268.l.14615.t.8
16,-,2012-03-29,268.l.14615.t.8
23,-,2012-03-29,268.l.14615.t.8
4,-,2012-03-29,268.l.14615.t.8
50,-,2012-03-29,268.l.14615.t.8
28,-,2012-03-29,268.l.14615.t.8
32,-,2012-03-29,268.l.14615.t.8
42,-,2012-03-29,268.l.14615.t.8
26,-,2012-03-29,268.l.14615.t.8
27,-,2012-03-29,268.l.14615.t.8
60,0/3,2012-03-29,268.l.14615.t.9
7,0,2012-03-29,268.l.14615.t.9
13,0,2012-03-29,268.l.14615.t.9
16,0,2012-03-29,268.l.14615.t.9
23,0,2012-03-29,268.l.14615.t.9
4,.250,2012-03-29,268.l.14615.t.9
50,-,2012-03-29,268.l.14615.t.9
28,-,2012-03-29,268.l.14615.t.9
32,-,2012-03-29,268.l.14615.t.9
42,-,2012-03-29,268.l.14615.t.9
26,-,2012-03-29,268.l.14615.t.9
27,-,2012-03-29,268.l.14615.t.9
60,-,2012-03-29,268.l.14615.t.10
7,-,2012-03-29,268.l.14615.t.10
13,-,2012-03-29,268.l.14615.t.10
16,-,2012-03-29,268.l.14615.t.10
23,-,2012-03-29,268.l.14615.t.10
4,-,2012-03-29,268.l.14615.t.10
50,-,2012-03-29,268.l.14615.t.10
28,-,2012-03-29,268.l.14615.t.10
32,-,2012-03-29,268.l.14615.t.10
42,-,2012-03-29,268.l.14615.t.10
26,-,2012-03-29,268.l.14615.t.10
27,-,2012-03-29,268.l.14615.t.10
60,-,2012-03-29,268.l.14615.t.11
7,-,2012-03-29,268.l.14615.t.11
13,-,2012-03-29,268.l.14615.t.11
16,-,2012-03-29,268.l.14615.t.11
23,-,2012-03-29,268.l.14615.t.11
4,-,2012-03-29,268.l.14615.t.11
50,-,2012-03-29,268.l.14615.t.11
28,-,2012-03-29,268.l.14615.t.11
32,-,2012-03-29,268.l.14615.t.11
42,-,2012-03-29,268.l.14615.t.11
