,0
2341,5.06
2342,5.18
2343,2.36
2344,4.84
2345,7.99
2346,2.66
2347,4.76
2348,7.4
2349,2.78
2350,1.81
2351,3.05
2352,2.78
2353,2.11
2354,4.66
2355,4.23
2356,3.59
2357,
2358,2.04
2359,1.9
2360,1.7
2361,
2362,1.1
2363,2.36
2364,9.17
2365,4.11
2366,2.78
2367,2.36
2368,2.78
2369,4.33
2370,7.82
2371,4.31
2372,
2373,2.11
2374,1.1
2375,3.41
2376,4.41
2377,2.76
2378,8.72
2379,2.45
2380,6.42
2381,1.08
2382,1.08
2383,1.62
2384,5.54
2385,6.09
2386,2.72
2387,2.78
2388,4.63
2389,3.97
2390,2.79
2391,1.94
2392,
2393,2.95
2394,2.36
2395,3.8
2396,2.11
2397,1.36
2398,1.99
2399,3.19
2400,2.31
2401,3.07
2402,3.36
2403,5.0
2404,2.42
2405,3.19
2406,
2407,
2408,3.3
2409,2.36
2410,3.16
2411,2.39
2412,
2413,4.11
2414,5.84
2415,2.82
2416,4.41
2417,0.81
2418,2.78
2419,1.25
2420,1.7
2421,4.01
2422,4.58
2423,
2424,2.92
2425,3.0
2426,4.35
2427,3.89
2428,4.68
2429,2.85
2430,3.78
2431,
2432,3.41
2433,2.66
2434,3.48
2435,2.0
2436,1.94
2437,
2438,2.59
2439,1.9
2440,
2441,0.69
2442,1.89
2443,3.17
2444,2.92
2445,2.72
2446,4.32
2447,3.57
2448,
2449,
2450,3.62
2451,9.16
2452,2.6
2453,7.95
2454,4.58
2455,1.38
2456,
2457,1.2
2458,1.18
2459,3.94
2460,4.91
2461,
2462,2.68
2463,2.36
2464,2.46
2465,1.09
2466,3.71
2467,2.39
2468,3.55
2469,2.04
2470,2.36
2471,1.97
2472,
2473,
2474,3.1
2475,2.66
2476,1.08
2477,5.51
2478,7.63
2479,4.38
2480,2.79
2481,2.11
2482,3.77
2483,1.36
2484,10.45
2485,
2486,2.45
2487,2.33
2488,
2489,7.46
2490,2.09
2491,2.48
2492,1.25
2493,4.55
2494,2.8
2495,5.84
2496,2.78
2497,
2498,1.15
2499,2.6
2500,2.78
2501,4.8
2502,2.91
2503,
2504,3.16
2505,8.27
2506,2.88
2507,3.62
2508,2.78
2509,
2510,
2511,
2512,2.11
2513,6.41
2514,2.48
2515,2.46
2516,2.36
2517,2.33
2518,2.66
2519,2.25
2520,1.14
2521,
2522,6.91
2523,2.36
2524,1.14
2525,
2526,2.11
2527,2.71
2528,1.28
2529,3.89
2530,
2531,2.09
2532,2.06
2533,
2534,2.88
2535,2.17
2536,2.92
2537,2.64
2538,
2539,1.94
2540,3.79
2541,5.82
2542,1.89
2543,
2544,2.79
2545,
2546,2.78
2547,3.22
2548,3.91
2549,3.19
2550,2.78
2551,3.66
2552,2.17
2553,2.06
2554,4.12
2555,2.15
2556,3.16
2557,
2558,1.55
2559,1.89
2560,2.78
2561,2.22
2562,4.75
2563,3.89
2564,1.25
2565,2.78
2566,3.05
2567,
2568,2.92
2569,
2570,2.36
2571,
2572,3.3
2573,1.94
2574,4.03
2575,2.72
2576,2.92
2577,
2578,1.15
2579,2.36
2580,1.25
2581,
2582,2.78
2583,2.78
2584,1.36
2585,2.36
2586,2.92
2587,6.86
2588,9.17
2589,
2590,3.66
2591,0.7
2592,3.16
2593,
2594,
2595,2.84
2596,1.15
2597,3.03
2598,5.54
2599,
2600,2.78
2601,
2602,3.78
2603,
2604,1.13
2605,
2606,1.94
2607,
2608,3.31
2609,3.3
2610,8.14
2611,1.63
2612,2.78
2613,3.66
2614,3.31
2615,2.92
2616,3.36
2617,
2618,5.41
2619,2.36
2620,
2621,4.36
2622,5.3
2623,6.44
2624,3.23
2625,2.48
2626,3.89
2627,1.63
2628,
2629,
2630,2.56
2631,4.68
2632,1.08
2633,3.2
2634,3.63
2635,1.15
2636,
2637,3.4
2638,7.82
2639,2.78
2640,4.76
2641,
2642,
2643,2.6
2644,
2645,2.15
2646,2.78
2647,2.78
2648,1.9
2649,2.04
2650,
2651,3.04
2652,1.85
2653,1.57
2654,0.77
2655,2.91
2656,
2657,9.15
2658,3.48
2659,2.72
2660,1.19
2661,4.21
2662,3.98
2663,1.19
2664,4.33
2665,5.87
2666,3.77
2667,1.89
2668,2.11
2669,2.64
2670,3.31
2671,3.16
2672,3.37
2673,8.65
2674,5.2
2675,2.78
2676,3.55
2677,3.66
2678,3.19
2679,1.68
2680,3.66
2681,1.89
2682,2.25
2683,2.79
2684,8.08
2685,
2686,3.16
2687,2.78
2688,1.94
2689,1.08
2690,3.96
2691,5.0
2692,2.06
2693,4.33
2694,2.36
2695,2.78
2696,2.36
2697,3.66
2698,2.36
2699,7.72
2700,3.66
2701,2.36
2702,1.84
2703,1.89
2704,1.38
2705,3.66
2706,1.25
2707,1.25
2708,6.42
2709,4.56
2710,
2711,5.82
2712,3.4
2713,
2714,2.78
2715,
2716,4.21
2717,2.36
2718,5.29
2719,5.94
2720,3.45
2721,5.51
2722,
2723,3.1
2724,
2725,5.22
2726,6.37
2727,2.6
2728,6.71
2729,2.78
2730,3.66
2731,4.01
2732,4.68
2733,1.34
2734,6.35
2735,4.31
2736,2.28
2737,
2738,1.21
2739,
2740,10.58
2741,1.15
2742,
2743,5.87
2744,2.24
2745,
2746,3.16
2747,7.99
2748,6.89
2749,5.13
2750,3.5
2751,4.26
2752,
2753,1.08
2754,2.66
2755,4.84
2756,2.31
2757,5.7
2758,1.55
2759,2.36
2760,4.58
2761,7.33
2762,
2763,2.78
2764,3.19
2765,2.48
2766,7.21
2767,3.48
2768,3.66
2769,2.78
2770,3.16
2771,4.84
2772,
2773,3.47
2774,5.54
2775,4.58
2776,
2777,3.14
2778,3.49
2779,1.81
2780,2.78
2781,2.46
2782,2.46
2783,2.36
2784,1.45
2785,3.62
2786,3.19
2787,2.96
2788,3.89
2789,6.9
2790,2.48
2791,2.49
2792,
2793,
2794,2.38
2795,2.04
2796,2.45
2797,
2798,1.75
2799,2.07
2800,9.04
2801,3.33
2802,2.64
2803,3.14
2804,1.84
2805,2.98
2806,
2807,3.66
2808,4.33
2809,2.95
2810,2.85
2811,1.9
2812,2.92
2813,2.36
2814,2.78
2815,
2816,4.84
2817,3.66
2818,3.12
2819,10.21
2820,3.5
2821,2.48
2822,3.2
2823,5.22
2824,2.48
2825,2.22
2826,7.06
2827,4.04
2828,3.86
2829,2.45
2830,
2831,3.23
2832,4.84
2833,4.38
2834,2.28
2835,2.25
2836,3.71
2837,2.27
2838,9.55
2839,3.63
2840,2.78
2841,2.66
2842,3.36
2843,6.28
2844,4.38
2845,3.48
2846,2.17
2847,4.23
2848,2.78
2849,2.95
2850,4.62
2851,4.95
2852,3.3
2853,2.78
2854,2.11
2855,3.55
2856,3.3
2857,2.79
2858,2.78
2859,5.34
2860,3.14
2861,2.78
2862,2.31
2863,1.69
2864,4.57
2865,
2866,6.37
2867,1.9
2868,3.48
2869,3.05
2870,4.51
2871,2.11
2872,2.85
2873,3.55
2874,2.36
2875,1.72
2876,2.04
2877,4.81
2878,2.64
2879,2.36
2880,2.36
2881,2.04
2882,5.65
2883,2.91
2884,4.92
2885,1.25
2886,6.42
2887,2.6
2888,1.89
2889,
2890,2.78
2891,
2892,4.4
2893,3.69
2894,2.58
2895,
2896,2.36
2897,3.04
2898,3.85
2899,4.01
2900,2.91
2901,4.4
2902,
2903,5.0
2904,2.11
2905,2.17
2906,3.34
2907,2.66
2908,4.81
2909,1.89
2910,3.2
2911,2.38
2912,
2913,4.15
2914,3.19
2915,2.11
2916,3.66
2917,4.23
2918,3.54
2919,4.33
2920,
2921,1.7
2922,4.01
2923,4.33
2924,2.59
2925,
2926,3.1
2927,3.66
2928,4.04
2929,3.36
2930,
2931,2.36
2932,3.1
2933,2.64
2934,2.78
2935,3.2
2936,5.22
2937,1.77
2938,2.25
2939,
2940,1.69
2941,
2942,4.66
2943,1.19
2944,2.31
2945,2.92
2946,2.78
2947,2.98
2948,1.62
2949,
2950,5.01
2951,2.78
2952,4.85
2953,6.96
2954,
2955,3.77
2956,
2957,
2958,3.2
2959,2.11
2960,
2961,3.34
2962,8.62
2963,3.3
2964,
2965,2.48
2966,6.81
2967,1.9
2968,8.06
2969,3.89
2970,2.64
2971,5.29
2972,2.91
2973,2.11
2974,2.78
2975,2.66
2976,5.22
2977,3.47
2978,3.98
2979,5.87
2980,3.79
2981,7.13
2982,2.78
2983,7.82
2984,5.18
2985,5.93
2986,2.46
2987,5.0
2988,3.48
2989,9.17
2990,2.24
2991,2.98
2992,4.76
2993,2.78
2994,3.1
2995,1.99
2996,3.4
2997,4.33
2998,1.89
2999,2.69
3000,3.16
3001,2.66
3002,2.78
3003,2.64
3004,3.41
3005,5.0
3006,2.45
3007,2.15
3008,4.57
3009,5.71
3010,
3011,5.15
3012,
3013,2.11
3014,2.78
3015,5.2
3016,3.1
3017,2.36
3018,1.7
3019,4.41
3020,4.33
3021,2.78
3022,4.6
3023,4.15
3024,2.36
3025,4.69
3026,3.36
3027,4.38
3028,3.09
3029,
3030,
3031,2.45
3032,4.11
3033,3.55
3034,2.78
3035,2.78
3036,13.33
3037,
3038,
3039,2.78
3040,1.21
3041,3.96
3042,
3043,3.79
3044,4.76
3045,2.06
3046,4.66
3047,1.15
3048,5.0
3049,
3050,4.11
3051,2.04
3052,2.36
3053,2.98
3054,2.28
3055,3.45
3056,2.66
3057,2.36
3058,3.97
3059,2.24
3060,1.9
3061,
3062,1.94
3063,3.85
3064,6.11
3065,2.88
3066,2.17
3067,3.09
3068,2.57
3069,2.64
3070,4.04
3071,2.31
3072,2.78
3073,5.93
3074,2.78
3075,1.94
3076,3.37
3077,1.7
3078,
3079,2.36
3080,2.45
3081,8.27
3082,4.58
3083,
3084,3.8
3085,2.97
3086,2.88
3087,5.68
3088,
3089,1.08
3090,3.14
3091,2.78
3092,2.09
3093,2.11
3094,
3095,2.11
3096,2.93
3097,2.22
3098,2.92
3099,3.95
3100,4.55
3101,5.48
3102,
3103,5.0
3104,3.55
3105,2.07
3106,2.36
3107,5.7
3108,
3109,3.57
3110,3.57
3111,2.59
3112,2.36
3113,5.48
3114,
3115,4.12
3116,3.16
3117,2.07
3118,
3119,2.48
3120,2.78
3121,2.17
3122,
3123,3.09
3124,3.1
3125,
3126,5.23
3127,2.11
3128,2.66
3129,5.87
3130,1.76
3131,4.41
3132,2.68
3133,2.38
3134,3.5
3135,1.93
3136,3.8
3137,2.78
3138,2.36
3139,4.76
3140,2.15
3141,2.38
3142,3.38
3143,3.05
3144,3.88
3145,
3146,5.61
3147,4.23
3148,1.81
3149,7.4
3150,6.58
3151,4.35
3152,
3153,2.28
3154,1.9
3155,2.78
3156,4.91
3157,2.78
3158,2.78
3159,2.36
3160,4.14
3161,1.7
3162,3.27
3163,2.59
3164,1.15
3165,2.33
3166,1.76
3167,2.28
3168,4.48
3169,2.78
3170,0.88
3171,6.64
3172,
3173,6.2
3174,3.8
3175,2.36
3176,2.78
3177,4.92
3178,4.51
3179,4.84
3180,2.45
3181,5.97
3182,6.43
3183,3.59
3184,
3185,5.01
3186,1.27
3187,5.43
3188,4.61
3189,2.85
3190,1.25
3191,1.81
3192,
3193,2.36
3194,8.27
3195,4.33
3196,4.91
3197,2.78
3198,5.18
3199,2.46
3200,4.31
3201,2.88
3202,2.57
3203,
3204,3.2
3205,1.69
3206,
3207,2.78
3208,
3209,4.04
3210,6.43
3211,3.79
3212,1.38
3213,1.81
3214,2.85
3215,3.62
3216,3.2
3217,
3218,1.75
3219,
3220,3.09
3221,7.45
3222,2.0
3223,2.24
3224,2.78
3225,2.78
3226,
3227,
3228,
3229,6.35
3230,5.36
3231,2.78
3232,6.44
3233,5.48
3234,5.51
3235,2.78
3236,3.3
3237,
3238,2.66
3239,5.97
3240,
3241,5.0
3242,1.99
3243,3.88
3244,1.55
3245,1.93
3246,8.24
3247,2.22
3248,5.29
3249,
3250,2.56
3251,1.99
3252,1.89
3253,3.03
3254,1.7
3255,7.06
3256,2.91
3257,4.03
3258,1.91
3259,2.36
3260,5.57
3261,5.93
3262,2.24
3263,
3264,2.95
3265,2.79
3266,5.54
3267,3.57
3268,
3269,7.53
3270,
3271,3.66
3272,2.78
3273,3.88
3274,2.11
3275,3.63
3276,5.84
3277,2.78
3278,5.55
3279,2.78
3280,3.66
3281,3.66
3282,2.48
3283,2.11
3284,4.33
3285,4.4
3286,
3287,2.78
3288,3.16
3289,8.7
3290,3.48
3291,3.34
3292,8.08
3293,5.73
3294,1.94
3295,6.37
3296,8.7
3297,4.33
3298,9.9
3299,4.95
3300,2.59
3301,2.78
3302,2.78
3303,1.81
3304,3.62
3305,
3306,2.78
3307,5.0
3308,4.03
3309,7.89
3310,2.64
3311,9.12
3312,4.61
3313,
3314,2.95
3315,
3316,2.88
3317,
3318,2.04
3319,3.27
3320,3.55
3321,3.3
3322,8.85
3323,1.84
3324,6.07
3325,3.36
3326,2.78
3327,2.78
3328,3.8
3329,1.89
3330,4.11
3331,1.36
3332,1.21
3333,1.94
3334,1.25
3335,2.04
3336,3.96
3337,1.9
3338,2.31
3339,2.78
3340,3.89
3341,4.66
3342,
3343,1.99
3344,2.36
3345,2.36
3346,3.66
3347,4.95
3348,2.92
3349,
3350,2.04
3351,2.78
3352,2.64
3353,2.28
3354,7.36
3355,2.11
3356,2.04
3357,1.83
3358,2.49
3359,2.45
3360,5.7
3361,
3362,7.9
3363,2.66
3364,9.29
3365,1.81
3366,1.9
3367,
3368,2.64
3369,6.89
3370,2.95
3371,4.38
3372,1.27
3373,1.25
3374,2.22
3375,1.15
3376,
3377,1.9
3378,1.83
3379,2.96
3380,2.78
3381,3.36
3382,2.36
3383,1.81
3384,4.91
3385,2.36
3386,1.93
3387,4.33
3388,2.04
3389,2.33
3390,4.03
3391,3.66
3392,2.11
3393,2.57
3394,4.22
3395,4.31
3396,2.09
3397,4.31
3398,2.36
3399,2.29
3400,3.71
3401,1.28
3402,3.66
3403,5.91
3404,2.68
3405,3.98
3406,8.01
3407,2.62
3408,4.31
3409,2.24
3410,1.81
3411,6.44
3412,3.36
3413,1.14
3414,3.45
3415,2.04
3416,5.2
3417,6.45
3418,2.11
3419,5.0
3420,4.33
3421,4.03
3422,4.26
3423,4.57
3424,4.39
3425,3.63
3426,6.55
3427,2.85
3428,6.81
3429,3.69
3430,5.61
3431,4.14
3432,0.69
3433,3.36
3434,3.3
3435,4.33
3436,3.69
3437,3.1
3438,2.22
3439,4.33
3440,7.72
3441,2.88
3442,6.95
3443,5.85
3444,2.22
3445,8.96
3446,1.15
3447,2.78
3448,3.1
3449,3.2
3450,2.83
3451,5.33
3452,4.03
3453,4.68
3454,4.57
3455,2.83
3456,6.95
3457,
3458,4.39
3459,3.54
3460,1.19
3461,3.03
3462,2.09
3463,2.78
3464,2.36
3465,1.28
3466,2.22
3467,3.1
3468,3.34
3469,2.59
3470,2.36
3471,1.94
3472,
3473,1.25
3474,1.15
3475,3.8
3476,2.36
3477,1.81
3478,4.33
3479,4.66
3480,3.96
3481,3.48
3482,3.1
3483,
3484,4.38
3485,3.66
3486,3.22
3487,7.33
3488,2.78
3489,3.54
3490,5.87
3491,
3492,3.66
3493,5.29
3494,3.16
3495,4.61
3496,5.64
3497,3.03
3498,5.32
3499,2.11
3500,1.89
3501,2.36
3502,1.81
3503,2.36
3504,3.79
3505,4.89
3506,2.95
3507,1.48
3508,8.96
3509,2.72
3510,3.75
3511,3.85
3512,6.64
3513,1.27
3514,2.78
3515,
3516,5.18
3517,4.38
3518,2.22
3519,2.45
3520,2.45
3521,3.2
3522,1.72
3523,1.19
3524,2.04
3525,3.17
3526,3.8
3527,1.97
3528,
3529,
3530,2.95
3531,5.93
3532,2.36
3533,6.64
3534,5.26
3535,1.9
3536,3.16
3537,3.36
3538,4.91
3539,4.57
3540,3.2
3541,6.58
3542,
3543,4.03
3544,
3545,2.78
3546,2.38
3547,2.78
3548,4.11
3549,1.7
3550,2.48
3551,2.38
3552,
3553,4.03
3554,3.41
3555,4.31
3556,2.36
3557,2.24
3558,2.96
3559,2.36
3560,
3561,7.4
3562,3.1
3563,6.9
3564,2.36
3565,4.03
3566,6.7
3567,4.15
3568,5.18
3569,
3570,2.36
3571,2.92
3572,2.46
3573,9.6
3574,4.41
3575,2.8
3576,
3577,5.87
3578,2.36
3579,4.33
3580,2.07
3581,2.48
3582,
3583,2.66
3584,
3585,2.36
3586,
3587,6.06
3588,4.23
3589,5.93
3590,5.01
3591,5.71
3592,3.27
3593,5.07
3594,2.36
3595,5.76
3596,2.98
3597,
3598,2.28
3599,4.55
3600,3.55
3601,2.04
3602,5.82
3603,3.3
3604,2.78
3605,4.38
3606,2.04
3607,2.78
3608,5.06
3609,3.4
3610,2.45
3611,
3612,1.94
3613,2.78
3614,2.78
3615,1.81
3616,2.28
3617,3.8
3618,
3619,1.81
3620,3.3
3621,6.2
3622,5.87
3623,3.54
3624,2.78
3625,3.47
3626,2.78
3627,3.03
3628,6.06
3629,4.15
3630,3.96
3631,2.84
3632,5.61
3633,2.45
3634,3.66
3635,4.04
3636,3.77
3637,2.78
3638,2.72
3639,
3640,2.28
3641,3.98
3642,1.81
3643,1.81
3644,2.59
3645,2.88
3646,2.8
3647,2.43
3648,4.61
3649,4.33
3650,3.96
3651,2.33
3652,4.04
3653,4.33
3654,
3655,4.41
3656,2.48
3657,
3658,2.78
3659,1.36
3660,2.92
3661,2.04
3662,1.25
3663,8.58
3664,1.03
3665,1.94
3666,6.37
3667,1.89
3668,2.78
3669,1.94
3670,1.81
3671,5.48
3672,1.36
3673,4.68
3674,2.98
3675,5.0
3676,1.81
3677,
3678,3.05
3679,1.81
3680,4.33
3681,2.3
3682,
3683,
3684,3.12
3685,5.54
3686,2.67
3687,4.39
3688,
3689,4.26
3690,2.48
3691,
3692,2.59
3693,5.0
3694,3.66
3695,2.85
3696,2.36
3697,2.36
3698,1.63
3699,2.0
3700,2.78
3701,
3702,3.4
3703,4.41
3704,2.92
3705,2.78
3706,2.78
3707,
3708,4.11
3709,2.8
3710,4.91
3711,3.8
3712,4.8
3713,3.05
3714,1.21
3715,2.79
3716,2.28
3717,2.15
3718,4.33
3719,1.81
3720,
3721,3.16
3722,
3723,6.41
3724,2.66
3725,2.59
3726,2.38
3727,
3728,3.66
3729,2.36
3730,3.16
3731,4.57
3732,2.95
3733,2.28
3734,1.99
3735,
3736,2.79
3737,2.58
3738,1.15
3739,2.78
3740,4.6
3741,1.97
3742,3.2
3743,3.96
3744,1.34
3745,2.36
3746,5.33
3747,2.17
3748,2.66
3749,2.06
3750,
3751,2.09
3752,9.58
3753,6.42
3754,
3755,2.95
3756,4.02
3757,1.75
3758,2.95
3759,3.79
3760,4.44
3761,5.01
3762,5.29
3763,3.1
3764,3.48
3765,2.82
3766,3.8
3767,6.64
3768,10.0
3769,3.55
3770,3.8
3771,3.4
3772,4.68
3773,3.36
3774,2.95
3775,9.96
3776,4.07
3777,2.78
3778,3.16
3779,2.72
3780,2.17
3781,2.45
3782,
3783,2.64
3784,2.78
3785,2.78
3786,4.23
3787,1.7
3788,4.47
3789,3.2
3790,2.92
3791,2.24
3792,2.59
3793,1.08
3794,1.94
3795,4.42
3796,4.03
3797,3.19
3798,4.23
3799,1.69
3800,6.64
3801,5.22
3802,2.22
3803,3.38
3804,5.01
3805,
3806,3.04
3807,
3808,
3809,
3810,
3811,
3812,
3813,
3814,
3815,
3816,
3817,
3818,
3819,
3820,
3821,
3822,
3823,
3824,
3825,
3826,
3827,
3828,
3829,
3830,
3831,
3832,
3833,
3834,
3835,
3836,
3837,
3838,
3839,
3840,
3841,
3842,
3843,
3844,
3845,
3846,
3847,
3848,
3849,
3850,
3851,
3852,4.63
3853,4.84
3854,3.66
3855,4.28
3856,1.89
3857,4.23
3858,1.81
3859,4.03
3860,2.66
3861,4.84
3862,2.17
3863,2.57
3864,3.47
3865,2.28
3866,3.1
3867,3.12
3868,2.78
3869,2.36
3870,1.76
3871,3.22
3872,4.21
3873,2.31
3874,2.48
3875,5.33
3876,3.36
3877,3.71
3878,2.66
3879,2.78
3880,1.99
3881,2.78
3882,3.69
3883,3.96
3884,6.44
3885,3.1
3886,6.05
3887,2.28
3888,4.15
3889,5.7
3890,1.7
3891,2.78
3892,2.46
3893,2.85
3894,9.29
3895,2.85
3896,5.2
3897,2.78
3898,3.2
3899,4.14
3900,2.36
3901,5.82
3902,2.09
3903,5.01
3904,2.66
3905,2.36
3906,3.27
3907,2.0
3908,2.36
3909,1.7
3910,1.64
3911,1.81
3912,1.38
3913,2.04
3914,1.7
3915,1.3
3916,2.04
3917,
3918,
3919,3.49
3920,7.46
3921,1.64
3922,2.97
3923,4.26
3924,2.78
3925,3.5
3926,2.06
3927,
3928,
3929,1.81
3930,3.14
3931,0.7
3932,3.2
3933,3.17
3934,
3935,1.18
3936,
3937,5.26
3938,
3939,2.66
3940,6.46
3941,2.15
3942,1.73
3943,1.55
3944,2.92
3945,
3946,
3947,1.14
3948,2.78
3949,3.2
3950,2.6
3951,7.72
3952,1.81
3953,2.04
3954,2.96
3955,
3956,4.57
3957,
3958,2.59
3959,4.8
3960,2.98
3961,1.25
3962,
3963,
3964,2.78
3965,2.11
3966,2.78
3967,4.63
3968,9.17
3969,3.1
3970,
3971,3.16
3972,10.95
3973,4.26
3974,7.33
3975,3.49
3976,4.03
3977,2.58
3978,
3979,2.36
3980,3.96
3981,1.83
3982,9.17
3983,3.47
3984,4.68
3985,3.4
3986,2.04
3987,1.25
3988,6.64
3989,1.28
3990,1.9
3991,
3992,3.86
3993,
3994,2.66
3995,
3996,2.59
3997,2.66
3998,1.9
3999,7.33
4000,3.2
4001,3.77
4002,4.69
4003,
4004,1.16
4005,2.92
4006,4.41
4007,1.94
4008,2.98
4009,3.1
4010,8.24
4011,2.22
4012,1.81
4013,4.01
4014,3.2
4015,5.71
4016,3.36
4017,3.95
4018,1.21
4019,1.71
4020,1.08
4021,2.31
4022,4.04
4023,3.71
4024,1.7
4025,2.59
4026,2.06
4027,5.01
4028,3.27
4029,
4030,2.66
4031,3.66
4032,2.11
4033,4.4
4034,1.81
4035,5.22
4036,2.78
4037,2.64
4038,4.31
4039,2.45
4040,4.33
4041,10.43
4042,2.59
4043,2.8
4044,
4045,3.16
4046,3.09
4047,2.59
4048,2.64
4049,4.23
4050,2.31
4051,3.92
4052,7.33
4053,2.93
4054,
4055,3.1
4056,2.8
4057,1.99
4058,4.12
4059,
4060,3.27
4061,6.41
4062,3.4
4063,3.22
4064,2.04
4065,
4066,2.72
4067,1.71
4068,2.92
4069,
4070,5.01
4071,2.36
4072,
4073,
4074,2.45
4075,1.28
4076,1.25
4077,4.04
4078,
4079,
4080,
4081,1.25
4082,
4083,
4084,
4085,6.38
4086,10.06
4087,
4088,2.38
4089,5.01
4090,
4091,4.57
4092,3.8
4093,3.77
4094,2.66
4095,3.3
4096,3.37
4097,4.03
4098,5.91
4099,3.55
4100,
4101,1.21
4102,3.44
4103,3.66
4104,1.81
4105,1.73
4106,2.84
4107,2.09
4108,2.45
4109,6.44
4110,6.95
4111,2.97
4112,
4113,1.25
4114,2.78
4115,3.49
4116,1.99
4117,1.81
4118,3.03
4119,2.86
4120,1.62
4121,2.39
4122,2.28
4123,
4124,4.66
4125,2.79
4126,2.64
4127,2.57
4128,3.8
4129,
4130,6.9
4131,1.97
4132,5.5
4133,3.69
4134,
4135,
4136,5.48
4137,4.4
4138,
4139,5.48
4140,
4141,1.83
4142,2.0
4143,2.95
4144,2.92
4145,5.82
4146,2.17
4147,1.75
4148,2.78
4149,5.34
4150,4.31
4151,3.16
4152,5.29
4153,2.11
4154,2.36
4155,3.92
4156,
4157,3.27
4158,3.05
4159,1.21
4160,4.91
4161,3.88
4162,
4163,
4164,6.06
4165,6.55
4166,2.66
4167,2.27
4168,4.4
4169,6.36
4170,4.44
4171,9.96
4172,2.6
4173,2.58
4174,4.58
4175,2.64
4176,
4177,1.81
4178,6.51
4179,2.48
4180,3.14
4181,3.41
4182,4.69
4183,1.94
4184,2.78
4185,4.84
4186,8.72
4187,4.39
4188,1.84
4189,2.67
4190,4.91
4191,2.04
4192,2.31
4193,1.59
4194,5.18
4195,2.36
4196,1.94
4197,
4198,3.21
4199,3.98
4200,
4201,3.1
4202,2.07
4203,2.36
4204,2.24
4205,1.99
4206,
4207,2.04
4208,
4209,1.81
4210,3.17
4211,3.1
4212,3.98
4213,
4214,
4215,2.49
4216,2.33
4217,1.15
4218,3.88
4219,4.92
4220,3.3
4221,1.7
4222,2.78
4223,2.78
4224,
4225,2.78
4226,5.0
4227,4.95
4228,1.7
4229,3.94
4230,2.59
4231,
4232,9.02
4233,6.63
4234,8.46
4235,3.1
4236,6.06
4237,3.48
4238,
4239,2.24
4240,
4241,2.95
4242,1.36
4243,4.23
4244,1.59
4245,4.66
4246,2.45
4247,2.39
4248,1.14
4249,4.01
4250,
4251,3.04
4252,2.72
4253,
4254,5.0
4255,2.78
4256,
4257,5.01
4258,3.8
4259,4.91
4260,6.86
4261,1.36
4262,2.36
4263,5.93
4264,2.78
4265,1.94
4266,
4267,2.66
4268,2.78
4269,2.59
4270,4.95
4271,
4272,2.17
4273,2.95
4274,3.98
4275,2.06
4276,
4277,3.36
4278,4.23
4279,2.95
4280,2.36
4281,3.4
4282,2.78
4283,7.8
4284,1.08
4285,7.89
4286,4.81
4287,3.16
4288,3.17
4289,2.66
4290,3.55
4291,1.81
4292,1.83
4293,2.38
4294,2.78
4295,9.39
4296,2.48
4297,
4298,1.15
4299,3.14
4300,2.78
4301,2.36
4302,2.36
4303,2.64
4304,1.7
4305,2.84
4306,1.28
4307,3.05
4308,2.04
4309,2.81
4310,3.27
4311,1.36
4312,
4313,
4314,2.88
4315,1.99
4316,7.53
4317,
4318,2.24
4319,2.45
4320,2.62
4321,
4322,
4323,3.62
4324,2.36
4325,3.71
4326,9.05
4327,2.36
4328,8.67
4329,
4330,2.04
4331,2.78
4332,1.25
4333,3.27
4334,10.06
4335,2.36
4336,5.61
4337,2.45
4338,
4339,2.72
4340,4.92
4341,6.15
4342,
4343,3.55
4344,7.53
4345,
4346,2.78
4347,7.35
4348,1.94
4349,6.42
4350,1.75
4351,3.66
4352,3.17
4353,2.17
4354,
4355,3.89
4356,3.1
4357,2.78
4358,2.3
4359,
4360,
4361,3.88
4362,2.88
4363,1.99
4364,
4365,4.68
4366,5.48
4367,2.85
4368,3.94
4369,3.49
4370,4.11
4371,5.18
4372,2.64
4373,4.01
4374,3.1
4375,3.2
4376,2.78
4377,6.44
4378,3.09
4379,5.01
4380,2.22
4381,5.36
4382,2.36
4383,3.2
4384,5.2
4385,10.6
4386,2.58
4387,3.77
4388,3.64
4389,2.79
4390,2.45
4391,4.5
4392,9.17
4393,3.19
4394,2.36
4395,5.15
4396,
4397,2.95
4398,6.37
4399,4.39
4400,
4401,2.88
4402,3.85
4403,4.84
4404,2.38
4405,4.03
4406,3.2
4407,2.68
4408,2.78
4409,3.36
4410,
4411,1.15
4412,2.36
4413,2.78
4414,2.11
4415,1.81
4416,
4417,1.36
4418,4.41
4419,
4420,2.24
4421,1.93
4422,7.74
4423,
4424,3.47
4425,1.72
4426,2.95
4427,9.17
4428,
4429,3.69
4430,2.11
4431,4.14
4432,4.68
4433,
4434,2.64
4435,
4436,9.04
4437,2.36
4438,2.0
4439,4.56
4440,3.66
4441,2.98
4442,2.48
4443,3.75
4444,3.27
4445,2.04
4446,1.27
4447,2.0
4448,
4449,5.0
4450,2.11
4451,3.8
4452,2.78
4453,3.16
4454,9.15
4455,3.66
4456,3.8
4457,2.36
4458,3.16
4459,2.22
4460,2.22
4461,4.28
4462,2.78
4463,
4464,2.8
4465,9.34
4466,2.66
4467,2.78
4468,3.1
4469,2.64
4470,2.15
4471,1.77
4472,3.2
