,0
4473,2.97
4474,4.41
4475,2.18
4476,1.67
4477,3.04
4478,2.78
4479,
4480,3.32
4481,2.36
4482,5.36
4483,
4484,1.94
4485,2.88
4486,2.0
4487,3.77
4488,2.78
4489,
4490,2.22
4491,2.48
4492,2.78
4493,2.64
4494,2.06
4495,
4496,2.45
4497,9.17
4498,4.76
4499,1.15
4500,1.48
4501,
4502,2.6
4503,7.82
4504,
4505,3.85
4506,
4507,2.78
4508,4.58
4509,4.23
4510,7.66
4511,2.88
4512,1.72
4513,1.28
4514,4.04
4515,6.42
4516,2.98
4517,2.81
4518,
4519,2.59
4520,2.43
4521,2.56
4522,2.15
4523,2.72
4524,1.15
4525,3.16
4526,1.99
4527,3.36
4528,4.11
4529,
4530,1.94
4531,4.61
4532,2.66
4533,
4534,
4535,3.66
4536,1.28
4537,2.88
4538,
4539,2.28
4540,
4541,3.12
4542,5.0
4543,5.36
4544,3.54
4545,9.17
4546,5.32
4547,1.25
4548,1.7
4549,
4550,2.72
4551,
4552,
4553,1.55
4554,2.92
4555,3.79
4556,2.31
4557,2.85
4558,2.04
4559,3.78
4560,3.1
4561,2.74
4562,
4563,
4564,3.89
4565,1.84
4566,2.49
4567,4.84
4568,2.78
4569,2.95
4570,3.04
4571,3.3
4572,2.79
4573,
4574,4.33
4575,2.28
4576,3.5
4577,2.78
4578,4.68
4579,5.36
4580,2.81
4581,2.28
4582,5.65
4583,2.36
4584,
4585,3.82
4586,1.18
4587,2.45
4588,2.78
4589,3.63
4590,3.36
4591,2.78
4592,8.01
4593,3.16
4594,2.78
4595,
4596,1.94
4597,2.48
4598,2.0
4599,2.3
4600,6.2
4601,2.66
4602,2.25
4603,2.78
4604,3.8
4605,
4606,
4607,2.48
4608,1.25
4609,4.33
4610,2.78
4611,
4612,5.32
4613,2.67
4614,1.54
4615,3.54
4616,
4617,3.57
4618,2.78
4619,4.95
4620,2.36
4621,5.18
4622,3.98
4623,3.21
4624,3.55
4625,3.41
4626,2.04
4627,2.36
4628,
4629,5.36
4630,3.4
4631,5.13
4632,
4633,3.75
4634,2.22
4635,2.72
4636,1.2
4637,1.36
4638,2.78
4639,2.78
4640,3.1
4641,5.9
4642,3.45
4643,8.25
4644,3.55
4645,1.25
4646,
4647,
4648,
4649,
4650,2.36
4651,
4652,
4653,
4654,
4655,1.72
4656,
4657,
4658,
4659,
4660,
4661,2.78
4662,
4663,
4664,
4665,
4666,
4667,
4668,
4669,
4670,
4671,
4672,
4673,
4674,
4675,
4676,
4677,
4678,
4679,
4680,
4681,
4682,
4683,
4684,
4685,
4686,
4687,
4688,
4689,
4690,
4691,
4692,
4693,
4694,
4695,
4696,
4697,
4698,
4699,
4700,
4701,
4702,
4703,
4704,
4705,
4706,
4707,
4708,
4709,
4710,
4711,
4712,
4713,
4714,
4715,
4716,
4717,
4718,
4719,
4720,
4721,
4722,
4723,
4724,
4725,3.16
4726,4.01
4727,
4728,2.78
4729,
4730,
4731,
4732,
4733,
4734,1.97
4735,1.64
4736,1.89
4737,3.19
4738,2.48
4739,2.11
4740,2.6
4741,2.17
4742,5.87
4743,2.79
4744,2.88
4745,2.78
4746,5.49
4747,4.69
4748,1.86
4749,5.22
4750,
4751,3.23
4752,2.48
4753,6.65
4754,4.95
4755,2.72
4756,
4757,5.57
4758,6.07
4759,
4760,4.76
4761,
4762,8.23
4763,1.15
4764,1.15
4765,
4766,7.11
4767,4.95
4768,1.94
4769,
4770,2.78
4771,3.71
4772,4.76
4773,11.15
4774,5.01
4775,1.9
4776,
4777,2.92
4778,2.92
4779,1.64
4780,2.78
4781,2.48
4782,4.76
4783,
4784,1.81
4785,2.92
4786,
4787,5.31
4788,2.6
4789,1.81
4790,2.78
4791,
4792,2.04
4793,2.78
4794,2.36
4795,2.48
4796,1.55
4797,2.78
4798,2.36
4799,3.16
4800,4.28
4801,7.45
4802,
4803,6.77
4804,1.55
4805,2.83
4806,3.71
4807,2.28
4808,2.25
4809,2.88
4810,2.11
4811,1.1
4812,3.71
4813,4.33
4814,2.66
4815,2.06
4816,2.48
4817,2.8
4818,9.96
4819,3.16
4820,6.64
4821,2.78
4822,8.38
4823,2.78
4824,6.85
4825,4.58
4826,2.79
4827,4.39
4828,2.82
4829,1.55
4830,7.89
4831,5.48
4832,4.23
4833,7.35
4834,
4835,
4836,2.06
4837,4.38
4838,6.9
4839,4.38
4840,
4841,3.66
4842,2.37
4843,2.39
4844,4.91
4845,3.89
4846,
4847,2.15
4848,4.38
4849,3.96
4850,2.15
4851,5.87
4852,1.25
4853,2.45
4854,2.04
4855,
4856,2.95
4857,
4858,1.58
4859,
4860,1.77
4861,1.99
4862,
4863,2.11
4864,4.76
4865,4.91
4866,1.36
4867,1.75
4868,4.45
4869,3.62
4870,3.1
4871,3.44
4872,6.09
4873,2.78
4874,2.36
4875,1.55
4876,4.31
4877,3.12
4878,2.6
4879,2.78
4880,2.91
4881,2.74
4882,3.66
4883,7.14
4884,4.03
4885,5.65
4886,7.53
4887,2.3
4888,5.36
4889,2.36
4890,
4891,2.78
4892,4.55
4893,2.78
4894,
4895,1.7
4896,
4897,1.18
4898,3.8
4899,4.33
4900,2.95
4901,4.41
4902,1.81
4903,3.66
4904,2.88
4905,1.81
4906,3.98
4907,1.15
4908,2.45
4909,3.1
4910,1.25
4911,2.79
4912,2.78
4913,2.38
4914,2.82
4915,1.25
4916,9.16
4917,
4918,1.19
4919,4.28
4920,2.45
4921,2.36
4922,3.05
4923,1.34
4924,
4925,2.96
4926,6.42
4927,
4928,3.71
4929,
4930,
4931,2.28
4932,2.66
4933,5.31
4934,4.76
4935,4.66
4936,2.11
4937,5.14
4938,
4939,3.16
4940,2.17
4941,2.36
4942,1.15
4943,4.68
4944,3.19
4945,4.33
4946,1.58
4947,5.43
4948,5.48
4949,1.37
4950,3.36
4951,1.64
4952,2.78
4953,3.96
4954,2.88
4955,2.24
4956,1.36
4957,1.41
4958,2.66
4959,4.84
4960,3.12
4961,2.85
4962,2.17
4963,2.09
4964,5.91
4965,
4966,2.78
4967,2.58
4968,2.36
4969,8.67
4970,2.78
4971,2.78
4972,7.38
4973,
4974,
4975,
4976,2.66
4977,2.78
4978,6.3
4979,2.8
4980,2.36
4981,5.71
4982,2.64
4983,6.89
4984,3.41
4985,2.57
4986,
4987,7.45
4988,1.25
4989,1.25
4990,2.6
4991,2.88
4992,1.64
4993,4.41
4994,3.66
4995,
4996,1.15
4997,
4998,1.25
4999,
5000,2.64
5001,4.26
5002,3.88
5003,2.59
5004,3.38
5005,3.1
5006,2.06
5007,2.78
5008,3.88
5009,2.88
5010,1.81
5011,4.41
5012,1.56
5013,4.76
5014,1.94
5015,2.36
5016,6.44
5017,
5018,1.55
5019,3.3
5020,
5021,2.45
5022,
5023,4.33
5024,4.23
5025,2.48
5026,4.03
5027,5.13
5028,3.1
5029,2.28
5030,2.04
5031,
5032,9.29
5033,
5034,2.32
5035,2.36
5036,3.77
5037,5.22
5038,4.56
5039,
5040,3.48
5041,4.95
5042,
5043,4.11
5044,
5045,2.6
5046,1.94
5047,3.2
5048,2.78
5049,2.78
5050,1.18
5051,
5052,4.15
5053,2.36
5054,5.32
5055,4.03
5056,
5057,4.69
5058,2.98
5059,1.48
5060,4.31
5061,1.64
5062,2.38
5063,4.8
5064,5.46
5065,2.83
5066,2.36
5067,
5068,1.25
5069,3.57
5070,
5071,2.78
5072,2.25
5073,1.62
5074,
5075,1.94
5076,
5077,2.6
5078,1.99
5079,3.17
5080,2.36
5081,1.15
5082,6.06
5083,4.38
5084,2.14
5085,4.33
5086,9.15
5087,3.36
5088,3.98
5089,1.41
5090,2.78
5091,2.45
5092,3.71
5093,2.36
5094,
5095,7.45
5096,2.45
5097,2.45
5098,5.43
5099,3.09
5100,5.9
5101,1.7
5102,5.14
5103,4.43
5104,2.83
5105,2.78
5106,
5107,4.55
5108,4.41
5109,5.01
5110,
5111,2.04
5112,4.07
5113,5.93
5114,2.64
5115,1.15
5116,2.61
5117,1.1
5118,1.81
5119,2.36
5120,1.48
5121,2.78
5122,2.78
5123,2.78
5124,
5125,4.33
5126,4.33
5127,2.11
5128,2.78
5129,
5130,4.23
5131,2.62
5132,
5133,2.78
5134,
5135,2.36
5136,2.52
5137,5.2
5138,1.94
5139,5.15
5140,7.63
5141,
5142,3.41
5143,6.81
5144,2.64
5145,2.09
5146,2.11
5147,2.04
5148,1.77
5149,1.7
5150,2.69
5151,1.81
5152,3.66
5153,4.14
5154,2.18
5155,7.93
5156,1.9
5157,4.31
5158,4.31
5159,
5160,2.78
5161,3.17
5162,7.24
5163,2.97
5164,5.35
5165,2.84
5166,2.66
5167,2.81
5168,2.04
5169,
5170,4.66
5171,6.39
5172,2.36
5173,3.16
5174,2.8
5175,5.01
5176,4.58
5177,3.12
5178,
5179,
5180,2.36
5181,1.15
5182,2.72
5183,6.64
5184,4.35
5185,
5186,6.7
5187,
5188,3.16
5189,2.98
5190,3.66
5191,5.97
5192,3.96
5193,2.78
5194,
5195,1.81
5196,2.78
5197,2.58
5198,5.36
5199,5.32
5200,5.12
5201,3.1
5202,3.88
5203,4.38
5204,4.48
5205,3.04
5206,3.95
5207,2.36
5208,2.48
5209,4.85
5210,2.31
5211,
5212,4.03
5213,1.59
5214,5.85
5215,3.66
5216,1.94
5217,3.16
5218,2.46
5219,2.15
5220,6.05
5221,8.72
5222,3.94
5223,2.78
5224,6.73
5225,3.66
5226,4.23
5227,2.78
5228,2.56
5229,5.18
5230,2.64
5231,
5232,1.72
5233,3.96
5234,
5235,3.41
5236,
5237,5.7
5238,2.96
5239,1.25
5240,6.31
5241,1.94
5242,2.36
5243,2.36
5244,1.2
5245,3.95
5246,2.04
5247,5.18
5248,5.51
5249,4.41
5250,3.79
5251,2.78
5252,5.7
5253,3.8
5254,1.67
5255,3.1
5256,3.85
5257,2.88
5258,3.1
5259,3.21
5260,2.78
5261,3.54
5262,2.78
5263,
5264,2.36
5265,1.41
5266,2.36
5267,2.57
5268,1.81
5269,2.22
5270,
5271,3.71
5272,4.73
5273,
5274,4.02
5275,2.78
5276,5.0
5277,5.01
5278,
5279,9.02
5280,4.31
5281,2.78
5282,2.48
5283,
5284,
5285,4.66
5286,
5287,3.4
5288,7.53
5289,3.22
5290,6.09
5291,2.88
5292,8.38
5293,5.84
5294,3.66
5295,
5296,2.15
5297,4.66
5298,1.64
5299,5.14
5300,3.94
5301,2.91
5302,9.33
5303,2.22
5304,4.92
5305,7.1
5306,9.5
5307,1.94
5308,3.3
5309,2.78
5310,2.72
5311,2.81
5312,6.86
5313,1.58
5314,2.17
5315,4.57
5316,2.72
5317,2.36
5318,3.8
5319,4.41
5320,1.55
5321,3.44
5322,6.89
5323,5.54
5324,
5325,1.25
5326,
5327,2.78
5328,2.36
5329,3.63
5330,3.36
5331,6.7
5332,1.94
5333,6.61
5334,6.61
5335,
5336,3.66
5337,5.73
5338,7.63
5339,6.39
5340,
5341,5.39
5342,3.5
5343,3.16
5344,4.39
5345,3.94
5346,5.61
5347,2.59
5348,2.59
5349,4.39
5350,2.78
5351,
5352,
5353,
5354,9.17
5355,4.01
5356,4.84
5357,2.31
5358,
5359,
5360,4.41
5361,1.15
5362,5.71
5363,4.66
5364,1.14
5365,2.66
5366,3.4
5367,
5368,2.48
5369,1.99
5370,3.96
5371,2.58
5372,3.27
5373,2.22
5374,6.37
5375,4.57
5376,2.24
5377,1.2
5378,4.95
5379,
5380,2.66
5381,3.44
5382,
5383,3.66
5384,
5385,2.92
5386,2.69
5387,2.22
5388,3.66
5389,4.96
5390,1.58
5391,1.89
5392,3.16
5393,2.45
5394,3.66
5395,6.2
5396,1.36
5397,2.78
5398,
5399,2.22
5400,3.69
5401,2.88
5402,2.78
5403,5.36
5404,4.58
5405,1.63
5406,4.57
5407,3.92
5408,2.11
5409,4.85
5410,3.17
5411,5.0
5412,4.95
5413,4.57
5414,3.66
5415,2.15
5416,2.78
5417,3.41
5418,2.78
5419,2.24
5420,4.31
5421,4.91
5422,2.36
5423,
5424,3.96
5425,2.95
5426,4.11
5427,2.45
5428,3.79
5429,2.64
5430,
5431,2.45
5432,3.36
5433,5.87
5434,2.38
5435,4.04
5436,2.78
5437,2.82
5438,6.46
5439,3.05
5440,
5441,3.79
5442,4.33
5443,2.3
5444,4.96
5445,4.81
5446,2.82
5447,8.27
5448,6.9
5449,3.36
5450,4.11
5451,3.16
5452,2.78
5453,7.35
5454,1.81
5455,1.64
5456,6.44
5457,3.89
5458,2.97
5459,2.66
5460,3.69
5461,6.15
5462,2.64
5463,4.44
5464,3.66
5465,4.11
5466,1.93
5467,5.0
5468,6.43
5469,5.23
5470,1.81
5471,
5472,4.01
5473,2.78
5474,2.11
5475,2.78
5476,
5477,
5478,
5479,5.87
5480,2.78
5481,4.03
5482,
5483,2.22
5484,3.16
5485,6.09
5486,
5487,3.96
5488,
5489,1.9
5490,2.22
5491,3.21
5492,3.95
5493,5.22
5494,1.89
5495,3.77
5496,5.2
5497,
5498,2.45
5499,2.6
5500,
5501,4.58
5502,4.35
5503,1.42
5504,6.15
5505,2.04
5506,4.01
5507,2.45
5508,
5509,7.78
5510,3.71
5511,5.66
5512,2.78
5513,6.64
5514,2.95
5515,3.04
5516,5.19
5517,3.36
5518,1.81
5519,2.78
5520,
5521,2.45
5522,1.64
5523,2.6
5524,2.17
5525,1.45
5526,5.18
5527,5.61
5528,2.76
5529,2.36
5530,3.23
5531,1.48
5532,4.03
5533,2.78
5534,2.25
5535,4.03
5536,5.82
5537,
5538,2.27
5539,
5540,3.12
5541,1.76
5542,2.85
5543,3.49
5544,3.5
5545,1.81
5546,2.26
5547,
5548,3.71
5549,9.6
5550,2.22
5551,4.33
5552,4.01
5553,2.28
5554,8.53
5555,1.27
5556,2.22
5557,2.36
5558,3.16
5559,2.88
5560,2.04
5561,2.66
5562,
5563,
5564,5.0
5565,3.94
5566,5.51
5567,
5568,3.12
5569,
5570,2.78
5571,2.22
5572,8.62
5573,3.37
5574,2.36
5575,2.6
5576,3.27
5577,4.44
5578,3.66
5579,2.95
5580,4.57
5581,1.94
5582,
5583,
5584,2.78
5585,
5586,2.78
5587,2.78
5588,3.49
5589,1.81
5590,4.26
5591,
5592,2.36
5593,3.69
5594,2.31
5595,1.99
5596,3.71
5597,4.23
5598,2.78
5599,
5600,1.67
5601,5.18
5602,2.64
5603,
5604,2.15
5605,
5606,3.63
5607,4.11
5608,4.04
5609,3.2
5610,
5611,2.85
5612,2.45
5613,7.74
5614,6.23
5615,1.64
5616,10.45
5617,3.35
5618,2.58
5619,2.0
5620,1.99
5621,4.4
5622,1.42
5623,2.45
5624,7.06
5625,3.16
5626,2.36
5627,4.54
5628,2.04
5629,2.78
5630,4.41
5631,2.09
5632,7.1
5633,2.78
5634,2.96
5635,3.66
5636,3.1
5637,2.45
5638,2.78
5639,5.87
5640,2.64
5641,1.14
5642,1.15
5643,1.25
5644,2.78
5645,4.03
5646,1.94
5647,2.78
5648,1.15
5649,7.72
5650,2.17
5651,3.36
5652,2.88
5653,3.37
5654,3.47
5655,3.45
5656,1.81
5657,5.57
5658,2.36
5659,4.47
5660,
5661,3.57
5662,1.32
5663,3.49
5664,2.92
5665,3.66
5666,4.04
5667,2.6
5668,
5669,9.13
5670,5.82
5671,
5672,2.72
5673,5.57
5674,2.78
5675,
5676,1.94
5677,5.06
5678,2.64
5679,2.04
5680,3.71
5681,9.29
5682,2.36
5683,6.64
5684,7.63
5685,4.58
5686,
5687,1.36
5688,2.22
5689,3.1
5690,
5691,1.81
5692,9.16
5693,2.11
5694,2.36
5695,5.54
5696,
5697,
5698,
5699,2.56
5700,
5701,5.32
5702,2.78
5703,2.72
5704,
5705,1.15
5706,2.64
5707,7.45
5708,3.66
5709,5.18
5710,2.88
5711,2.0
5712,3.5
5713,2.78
5714,5.52
5715,3.3
5716,2.36
5717,
5718,
5719,5.51
5720,7.45
5721,2.85
5722,5.65
5723,1.67
5724,2.62
5725,2.04
5726,2.78
5727,
5728,6.44
5729,4.95
5730,2.15
5731,4.39
5732,
5733,2.36
5734,3.79
5735,6.43
5736,2.36
5737,3.37
5738,1.08
5739,3.96
5740,2.6
5741,3.4
5742,3.36
5743,
5744,5.14
5745,3.66
5746,7.58
5747,2.48
5748,1.93
5749,3.66
5750,2.22
5751,3.3
5752,1.36
5753,2.36
5754,2.6
5755,5.73
5756,3.69
5757,5.54
5758,2.38
5759,2.83
5760,1.15
5761,3.66
5762,3.98
5763,4.57
5764,4.95
5765,3.94
5766,7.36
5767,3.55
5768,2.48
5769,6.16
5770,8.11
5771,4.58
5772,2.1
5773,3.66
5774,
5775,4.22
5776,2.15
5777,2.98
5778,2.81
5779,
5780,
5781,
5782,
5783,
5784,
5785,
5786,
5787,
5788,
5789,
5790,
5791,
5792,
5793,
5794,
5795,
5796,
5797,
5798,
5799,
5800,
5801,
5802,
5803,
5804,
5805,
5806,
5807,
5808,
5809,
5810,
5811,
5812,
5813,
5814,
5815,
5816,
5817,
5818,
5819,
5820,
5821,
5822,
5823,
5824,3.66
5825,6.45
5826,9.07
5827,1.28
5828,2.62
5829,
5830,5.18
5831,5.55
5832,4.92
5833,3.1
5834,4.33
5835,2.09
5836,4.33
5837,2.33
5838,
5839,4.03
5840,2.88
5841,4.51
5842,
5843,5.85
5844,5.09
5845,3.71
5846,3.12
5847,3.14
5848,2.78
5849,3.17
5850,3.71
5851,2.36
5852,1.08
5853,4.33
5854,4.44
5855,2.36
5856,10.8
5857,3.4
5858,4.31
5859,3.3
5860,2.78
5861,2.24
5862,
5863,4.61
5864,3.79
5865,3.79
5866,2.78
5867,
5868,5.61
5869,7.73
5870,2.78
5871,1.7
5872,6.42
5873,3.8
5874,4.95
5875,2.48
5876,1.1
5877,1.75
5878,1.46
5879,
5880,7.33
5881,4.15
5882,1.48
5883,3.34
5884,
5885,2.45
5886,
5887,3.12
5888,5.73
5889,2.78
5890,9.17
5891,
5892,2.66
5893,2.09
5894,3.55
5895,4.05
5896,
5897,6.89
5898,3.66
5899,6.38
5900,7.12
5901,2.57
5902,4.4
5903,2.31
5904,2.78
5905,5.68
5906,2.91
5907,3.66
5908,1.9
5909,6.73
5910,
5911,1.75
5912,
5913,3.88
5914,2.36
5915,3.12
5916,2.59
5917,3.89
5918,4.39
5919,
5920,4.51
5921,9.97
5922,3.16
5923,2.78
5924,
5925,5.0
5926,3.66
5927,3.5
5928,2.83
5929,
5930,1.94
5931,1.76
5932,4.39
5933,2.64
5934,5.32
5935,3.77
5936,1.08
5937,
5938,2.22
5939,9.17
5940,1.94
5941,2.78
5942,2.11
5943,5.32
5944,5.63
5945,2.15
5946,2.04
5947,2.78
5948,2.58
5949,2.67
5950,2.17
5951,4.11
5952,
5953,2.88
5954,2.04
5955,3.5
5956,4.21
5957,8.16
5958,3.54
5959,2.36
5960,1.9
5961,9.81
5962,2.78
5963,1.25
5964,3.66
5965,2.06
5966,5.18
5967,6.86
5968,7.33
5969,3.5
5970,2.6
5971,5.48
5972,
5973,2.36
5974,7.46
5975,2.48
5976,
5977,
5978,4.38
5979,5.7
5980,5.48
5981,3.36
5982,2.04
5983,5.54
5984,5.7
5985,5.57
5986,
5987,
5988,
5989,3.66
5990,
5991,2.78
5992,2.06
5993,6.05
5994,
5995,2.79
5996,2.15
5997,4.76
5998,2.33
5999,2.65
6000,4.33
6001,2.64
6002,
6003,4.45
6004,1.64
6005,5.85
6006,
6007,6.43
6008,2.95
6009,1.81
6010,2.92
6011,2.64
6012,4.31
6013,3.96
6014,3.66
6015,5.49
6016,3.63
6017,2.78
6018,
6019,3.1
6020,4.91
6021,3.41
6022,6.29
6023,
6024,
6025,1.15
6026,4.23
6027,2.78
6028,3.66
6029,
6030,7.45
6031,3.16
6032,6.42
6033,2.48
6034,1.94
6035,2.04
6036,4.28
6037,6.42
6038,
6039,2.45
6040,2.95
6041,5.54
6042,2.46
6043,9.58
6044,
6045,2.95
6046,2.24
6047,8.62
6048,2.78
6049,2.45
6050,2.78
6051,1.94
6052,5.68
6053,2.04
6054,9.17
6055,2.15
6056,4.76
6057,1.92
6058,
6059,2.15
6060,1.8
6061,3.4
6062,1.55
6063,6.42
6064,2.78
6065,1.64
6066,
6067,3.16
6068,4.33
6069,4.76
6070,3.71
6071,3.57
6072,2.15
6073,3.96
6074,2.62
6075,1.97
6076,5.46
6077,1.25
6078,3.14
6079,7.35
6080,2.33
6081,2.67
6082,3.55
6083,2.36
6084,3.37
6085,3.66
6086,2.04
6087,2.15
6088,3.71
6089,
6090,0.66
6091,3.69
6092,4.04
6093,9.17
6094,2.04
6095,1.89
6096,
6097,5.29
6098,2.59
6099,
6100,4.74
6101,4.11
6102,4.92
6103,3.09
6104,
6105,1.7
6106,5.01
6107,2.09
6108,2.95
6109,2.36
6110,8.75
6111,1.94
6112,6.94
6113,4.33
6114,3.19
6115,4.36
6116,4.62
6117,3.95
6118,6.64
6119,5.0
6120,1.94
6121,
6122,4.31
6123,4.03
6124,2.11
6125,2.24
6126,
6127,1.72
6128,3.66
6129,
6130,3.36
6131,3.4
6132,2.63
6133,
6134,2.04
6135,3.05
6136,
6137,1.91
6138,2.22
6139,7.82
6140,2.43
6141,3.98
6142,4.41
6143,5.88
6144,6.86
6145,2.17
6146,4.15
6147,2.04
6148,
6149,4.44
6150,2.36
6151,4.14
6152,
6153,
6154,1.7
6155,
6156,5.05
6157,3.66
6158,5.2
6159,5.29
6160,2.36
6161,6.45
6162,2.94
6163,2.22
6164,8.25
6165,2.78
6166,3.1
6167,4.03
6168,
6169,
6170,2.72
6171,12.31
6172,1.64
6173,1.08
6174,2.45
6175,2.64
6176,2.78
6177,
6178,2.38
6179,
6180,3.96
6181,0.79
6182,3.03
6183,6.44
6184,0.91
6185,1.64
6186,3.1
6187,
6188,6.15
6189,
6190,2.78
6191,1.53
6192,2.88
6193,6.44
6194,
6195,2.28
6196,
6197,3.19
6198,6.65
6199,5.31
6200,1.14
6201,5.76
6202,4.55
6203,3.1
6204,
6205,4.23
6206,1.08
6207,2.78
6208,4.84
6209,3.1
6210,1.9
6211,8.38
6212,3.2
6213,
6214,2.78
6215,1.81
6216,3.3
6217,2.78
6218,1.7
6219,2.78
6220,10.43
6221,1.67
6222,
6223,6.23
6224,2.78
6225,2.09
6226,5.54
6227,9.53
6228,2.57
6229,3.05
6230,4.33
6231,
6232,2.36
6233,2.62
6234,2.92
6235,6.37
6236,1.67
6237,4.88
6238,2.25
6239,2.48
6240,3.04
6241,1.94
6242,4.57
6243,
6244,2.36
6245,4.41
6246,1.81
6247,4.84
6248,2.11
6249,
6250,8.01
6251,1.25
6252,1.55
6253,2.6
6254,1.75
6255,1.19
6256,
6257,1.64
6258,2.36
6259,1.99
6260,1.89
6261,2.85
6262,1.64
6263,1.7
6264,2.83
6265,4.55
6266,2.28
6267,2.78
6268,2.8
6269,
6270,4.03
6271,4.57
6272,2.22
6273,
6274,3.16
6275,
6276,5.93
6277,2.38
6278,8.08
6279,
6280,9.14
6281,
6282,2.22
6283,3.96
6284,6.9
6285,6.44
6286,2.48
6287,2.79
6288,4.84
6289,3.66
6290,
6291,7.1
6292,
6293,5.61
6294,7.46
6295,2.66
6296,2.62
6297,2.04
6298,2.22
6299,
6300,2.64
6301,4.84
6302,4.01
6303,3.14
6304,3.92
6305,2.84
6306,3.96
6307,2.85
6308,3.89
6309,2.92
6310,4.58
6311,4.76
6312,1.69
6313,2.11
6314,3.37
6315,2.95
6316,2.78
6317,2.78
6318,2.78
6319,3.8
6320,1.48
6321,8.53
6322,3.57
6323,5.01
6324,2.78
6325,2.36
6326,3.92
6327,2.72
6328,1.7
6329,1.25
6330,4.4
6331,2.84
6332,6.87
6333,3.45
6334,3.98
6335,4.55
6336,3.37
6337,7.48
6338,1.51
6339,
6340,6.2
6341,
6342,3.63
6343,2.78
6344,
6345,2.04
6346,2.61
6347,8.01
6348,2.84
6349,2.64
6350,3.41
6351,3.16
6352,
6353,3.41
6354,1.89
6355,5.51
6356,2.78
6357,1.48
6358,4.05
6359,2.96
6360,1.81
6361,
6362,4.56
6363,5.84
6364,
6365,2.78
6366,4.33
6367,
6368,4.51
6369,
6370,2.07
6371,3.23
6372,5.36
6373,1.81
6374,4.4
6375,1.9
6376,3.1
6377,4.91
6378,
6379,3.2
6380,6.07
6381,1.25
6382,4.84
6383,
6384,3.66
6385,4.11
6386,2.36
6387,4.26
6388,1.77
6389,2.82
6390,5.51
6391,3.79
6392,3.49
6393,8.62
6394,6.55
6395,3.94
6396,4.55
6397,2.57
6398,2.78
6399,1.94
6400,3.57
6401,3.78
6402,2.64
6403,4.12
6404,3.12
6405,2.78
6406,2.06
6407,2.78
6408,
6409,4.91
6410,5.61
6411,2.78
6412,4.23
6413,
6414,3.04
6415,
6416,6.28
6417,4.66
6418,1.64
6419,1.36
6420,6.42
6421,2.59
6422,1.94
6423,3.8
6424,3.38
6425,
6426,2.85
6427,
6428,2.78
6429,
6430,5.36
6431,2.88
6432,4.41
6433,
6434,1.19
6435,2.04
6436,
6437,
6438,4.33
6439,2.82
6440,2.82
6441,4.26
6442,2.94
6443,7.53
6444,
6445,4.28
6446,2.15
6447,4.33
6448,4.86
6449,3.16
6450,2.38
6451,3.16
6452,5.87
6453,3.63
6454,1.08
6455,3.88
6456,
6457,3.36
6458,6.15
6459,6.2
6460,3.54
6461,3.2
6462,5.7
6463,2.64
6464,3.77
6465,2.36
6466,2.78
6467,4.03
6468,2.11
6469,2.97
6470,
6471,
6472,5.93
6473,1.72
6474,5.01
6475,1.19
6476,1.21
6477,3.86
6478,3.3
6479,4.41
6480,
6481,
6482,2.81
6483,6.05
6484,2.09
6485,3.27
6486,2.78
6487,2.57
6488,2.66
6489,2.72
6490,3.8
6491,2.22
6492,
6493,1.84
6494,2.31
6495,
6496,3.16
6497,
6498,
6499,2.78
6500,2.36
6501,4.58
6502,1.81
6503,3.98
6504,
6505,6.73
6506,2.06
6507,1.15
6508,2.09
6509,
6510,
6511,4.41
6512,2.78
6513,2.36
6514,
6515,3.3
6516,2.15
6517,4.57
6518,3.1
6519,2.09
6520,
6521,4.15
6522,6.05
6523,2.66
6524,4.26
6525,4.23
6526,8.72
6527,2.31
6528,4.31
6529,3.36
6530,2.78
6531,1.7
6532,3.66
6533,6.2
6534,4.43
6535,3.04
6536,2.57
6537,4.84
6538,2.45
6539,1.94
6540,2.48
6541,2.48
6542,4.01
6543,5.93
6544,2.78
6545,
6546,2.66
6547,2.92
6548,2.97
6549,2.31
6550,7.24
6551,0.81
6552,3.66
6553,2.18
6554,2.68
6555,4.03
6556,2.78
6557,5.82
6558,4.26
6559,
6560,4.04
6561,5.54
6562,4.61
6563,1.25
6564,2.61
6565,2.25
6566,2.31
6567,6.41
6568,1.9
6569,3.21
6570,1.42
6571,1.41
6572,3.77
6573,2.78
6574,
6575,3.05
6576,2.78
6577,2.36
6578,2.36
6579,
6580,
6581,3.36
6582,2.78
6583,4.41
6584,4.76
6585,3.05
6586,2.64
6587,3.66
6588,4.91
6589,5.3
6590,1.9
6591,3.16
6592,2.04
6593,5.18
6594,4.41
6595,9.55
6596,3.66
6597,1.7
6598,3.86
6599,
6600,1.86
6601,
6602,5.61
6603,2.56
6604,3.4
6605,
6606,4.01
6607,2.04
6608,4.23
6609,1.99
6610,
6611,1.19
6612,3.66
6613,3.34
6614,3.98
6615,2.36
6616,2.36
6617,3.63
6618,9.58
6619,
6620,4.8
6621,3.66
6622,2.78
6623,2.64
6624,1.11
6625,2.11
6626,
6627,1.48
6628,8.53
6629,2.97
6630,2.45
6631,5.5
6632,2.78
6633,2.56
6634,2.36
6635,3.16
6636,4.44
6637,1.94
6638,4.95
6639,5.29
6640,
6641,3.16
6642,5.54
6643,2.95
6644,
6645,
6646,3.98
6647,2.78
