"","true_era","IP","reported_era"
"122",1.43820375153307,6,0
"123",2.5316769292641,2.66666666666667,3.375
"124",4.60704077849278,6.66666666666667,9.45
"125",1.17330778255125,8,0
"126",0.236083778573357,2,0
"127",0.792614012893161,16,1.6875
"128",6.84636304312572,6.33333333333333,8.52631578947368
"129",1.93687254109404,1,0
"130",0.714857246558535,14.3333333333333,0.627906976744186
"131",2.45853623038131,5.33333333333333,1.6875
"132",2.54813561971149,15.6666666666667,1.14893617021277
"133",4.89026117150346,2,4.5
"134",3.4918053790271,3.33333333333333,5.4
"135",2.66894183510301,13,2.07692307692308
"136",1.61449819507238,9,2
"137",4.31980778786052,1,9
"138",9.2912304999654,4,4.5
"139",1.56078979830521,2,0
"140",3.21951589780714,17,3.17647058823529
"141",1.11821062368694,9,0
"142",3.48738660169575,10.6666666666667,3.375
"143",1.87924426480971,7.33333333333333,2.45454545454545
"144",1.65034542469773,4,4.5
"145",5.34647035409636,16,5.0625
"146",2.83776628038515,13.6666666666667,0
"147",5.50149317809149,9,4
"148",0.930262445005305,16.3333333333333,0.551020408163265
"149",2.95097025463515,2,4.5
"150",1.64833767023167,8.33333333333333,0
"151",1.86216198115426,2,0
"152",8.44635965624047,15,4.8
"153",2.03117622382043,1.66666666666667,10.8
"154",6.81899169046691,17,2.64705882352941
"155",3.80074867604594,2.66666666666667,6.75
"156",8.81700098572748,3,9
"157",5.02080232450582,7.66666666666667,8.21739130434783
"158",0.693167279141728,1,0
"159",1.46861426541873,7.33333333333333,1.22727272727273
"160",1.69436990125601,3.33333333333333,0
"161",0.785529136245578,8,1.125
"162",4.56827752384875,15.3333333333333,4.10869565217391
"163",8.25382130427693,8,6.75
"164",1.00461036937778,6.66666666666667,0
"165",3.02610449257652,3.33333333333333,0
"166",8.10133124995315,8,10.125
"167",2.29994060253815,7.66666666666667,2.34782608695652
"168",6.92520227095595,10,5.4
"169",6.51685481994488,4,6.75
"170",1.32646024365434,8,2.25
"171",2.83421741560948,1,0
"172",1.64620445618092,13.3333333333333,1.35
"173",1.23667868167902,15,3
"174",0.182812936717353,8,1.125
"175",3.6282971228148,6,6
"176",0.898080680683583,10,1.8
"177",2.9544673692994,2,4.5
"178",4.39784205710082,8.66666666666667,5.19230769230769
"179",3.26926253627745,20.3333333333333,2.65573770491803
"180",8.30340792051528,6.33333333333333,7.10526315789474
"181",4.42321390591925,2,0
"182",0.240581917112607,8.33333333333333,0
"183",1.52130241659747,7,0
"184",0.758381306094649,25,0.36
"185",4.37797132956364,3,0
"186",3.25107893693291,19,4.73684210526316
"187",3.15570101754002,3,6
"188",3.84661515306815,9.33333333333333,2.89285714285714
"189",2.27691780340358,17,2.64705882352941
"190",8.1573467282145,20.3333333333333,6.63934426229508
"191",5.40735155634472,1,9
"192",3.92524059189518,3,3
"193",6.86833864407837,10,7.2
"194",9.47087061695595,14.3333333333333,13.1860465116279
"195",2.39364240047459,7.33333333333333,2.45454545454545
"196",2.35306352565068,5,3.6
"197",2.5250382721826,7.33333333333333,3.68181818181818
"198",1.805457399036,1.33333333333333,6.75
"199",2.79949142999772,16,2.25
"200",6.71572635547513,8.66666666666667,1.03846153846154
"201",2.09952623846727,4,2.25
"202",2.66402250315162,7.66666666666667,3.52173913043478
"203",1.31142456354961,26,1.38461538461538
"204",1.06156010494173,17,1.05882352941176
"205",4.29455668690799,3,15
"206",3.0004779176117,2.66666666666667,3.375
"207",4.30566011296164,8.66666666666667,6.23076923076923
"208",2.33327491878929,2,0
"209",5.10627559747778,7,5.14285714285714
"210",1.00481251839084,14,0
"211",6.80425007907927,8,2.25
"212",2.04436932240345,2,0
"213",3.44016475650224,6,1.5
"214",1.81234453046839,2,0
"215",4.30607228881832,0.666666666666667,0
"216",4.14922319275606,14.6666666666667,3.06818181818182
"217",2.03826807318582,2.66666666666667,6.75
"218",1.68855878742031,7.66666666666667,1.17391304347826
"219",7.81558723854088,6.66666666666667,6.75
"220",1.88626723643327,2,0
"221",10.7480163591539,1.33333333333333,6.75
"222",0.666429053937805,6.66666666666667,0
"223",9.41208315090424,2.33333333333333,19.2857142857143
"224",1.98988668396351,14.3333333333333,1.25581395348837
"225",1.70341313026126,6,3
"226",1.69029883224035,5.66666666666667,1.58823529411765
"227",6.37807898356237,7.66666666666667,2.34782608695652
"228",3.90978097224198,23,5.08695652173913
"229",0.634556784041197,8.66666666666667,1.03846153846154
"230",2.36910663850597,13.3333333333333,3.375
"231",4.52169545558578,7.33333333333333,3.68181818181818
"232",2.01244295753647,2,0
"233",13.7843831993263,16,13.5
"234",5.86599606532056,17.6666666666667,5.09433962264151
"235",0.39137710291665,3.66666666666667,0
"236",3.0602356124156,9.66666666666667,2.79310344827586
"237",2.88052807979743,2,0
"238",7.56074441695082,7,9
"239",6.72848038589239,7.33333333333333,9.81818181818182
"240",3.50711614704226,15.3333333333333,3.52173913043478
"241",2.87193328433661,3.33333333333333,2.7
"242",11.1610582746454,10.6666666666667,10.125
"243",2.87416972269154,6.33333333333333,0
"244",6.35902227881912,3,3
"245",3.25719264556552,7,3.85714285714286
"246",4.51322082079697,3,6
"247",2.26786688082538,0.666666666666667,0
"248",2.56379610652423,4.66666666666667,1.92857142857143
"249",1.32089764130674,13,1.38461538461538
"250",3.01971821442202,15,3
"251",0.547404440550003,1,0
"252",4.74700987746579,15.3333333333333,2.93478260869565
"253",2.54265019962667,3.33333333333333,0
"254",3.62246309109326,8.66666666666667,4.15384615384615
"255",2.5115991690958,7,2.57142857142857
"256",11.1751171568418,14,10.2857142857143
"257",6.35344119520928,1,18
"258",4.6096533737105,1.66666666666667,10.8
"259",2.12896014428067,2,0
"260",0.872810295057918,16,0.5625
"261",0.777838658936154,13,1.38461538461538
"262",1.69546005038489,10,0.9
"263",7.44405027272687,7,9
"264",0.416826779424021,4,0
"265",5.41948779570152,7,9
"266",9.22021964134072,8.33333333333333,10.8
"267",1.5770356859514,13.3333333333333,0.675
"268",2.45458595911625,7.33333333333333,1.22727272727273
"269",0.847772520981383,1.66666666666667,0
"270",2.73719334264851,9.33333333333333,2.89285714285714
"271",6.75132027626438,9.33333333333333,5.78571428571429
"272",1.88028363603887,2.33333333333333,3.85714285714286
"273",2.95736596074684,9.66666666666667,1.86206896551724
"274",6.07949971862105,6,6
"275",5.4332287386463,1,0
"276",2.64612067031033,13.3333333333333,4.05
"277",0.653130004742279,13.6666666666667,1.97560975609756
"278",0.397395922183242,3.33333333333333,0
"279",0.504680489743244,7.33333333333333,0
"280",4.33155036661531,7.33333333333333,2.45454545454545
"281",3.15511946004196,1,0
"282",0.837471369718254,16.3333333333333,2.20408163265306
"283",2.86556996942838,19,0.473684210526316
"284",3.63358974086178,0.666666666666667,0
"285",3.390039700813,3.33333333333333,0
"286",1.7532075794945,7,0
"287",2.20466043155146,2.33333333333333,3.85714285714286
"288",2.45704805046515,16.3333333333333,2.75510204081633
"289",4.04954953862919,9,5
"290",1.10714952279484,9.33333333333333,1.92857142857143
"291",4.61311844333648,5,5.4
"292",7.59472903391506,9,5
"293",1.06130055663324,6,1.5
"294",2.5084314815184,1,0
"295",3.71227009923358,15,3
"296",6.9090920671274,4.33333333333333,8.30769230769231
"297",2.59443524718476,6,3
"298",6.31411864909004,5.66666666666667,6.35294117647059
"299",1.50181991369738,16.6666666666667,0
"300",2.57611187918938,2,4.5
"301",2.09378316938647,16,2.25
"302",0.609115295604202,9,0
"303",2.29153874056672,14,3.85714285714286
"304",8.94765011241727,7.66666666666667,9.39130434782609
"305",4.29857624395714,15.3333333333333,6.45652173913043
"306",2.57712350601804,7.33333333333333,3.68181818181818
"307",4.81508878050941,8.66666666666667,6.23076923076923
"308",3.52478116595899,15.6666666666667,2.87234042553191
"309",3.3236266272068,6.33333333333333,2.84210526315789
"310",8.44666887649767,1,0
"311",1.90507312054224,7.33333333333333,6.13636363636364
"312",1.1941115845925,1,9
"313",3.97715169164601,6.33333333333333,1.42105263157895
"314",2.14469701768047,1,0
"315",5.12063286681564,9,4
"316",3.0023299755474,9,2
"317",3.42161122078771,7,0
"318",5.90048119390132,8,5.625
"319",2.53460601932217,3,0
"320",0.95470830837543,1,0
"321",4.23129010796886,10.3333333333333,3.48387096774194
"322",8.55366730522343,2.33333333333333,11.5714285714286
"323",1.64025716926691,1.66666666666667,0
"324",3.00475230832747,14.6666666666667,3.06818181818182
"325",11.0964554208867,8.66666666666667,8.30769230769231
"326",2.82905066387475,2.66666666666667,3.375
"327",6.60817853785341,5.33333333333333,5.0625
"328",4.24158535154398,16.3333333333333,4.95918367346939
"329",2.81885326964931,2,4.5
"330",2.84993983378931,17,1.58823529411765
"331",4.33567071863423,13.6666666666667,5.92682926829268
"332",2.10823404372909,9.66666666666667,3.72413793103448
"333",9.62515826166455,10,9
"334",0.732524439589191,2,0
"335",4.31615479342648,20.3333333333333,4.42622950819672
"336",3.71588836466749,9.33333333333333,2.89285714285714
"337",1.95248597391183,9,1
"338",1.19665623993983,3,0
"339",2.05454164679543,2,0
"340",1.52666881253739,3,3
"341",1.16728543424397,14.6666666666667,0.613636363636364
"342",4.84572006507703,17.3333333333333,4.15384615384615
"343",0.83263058497189,1.33333333333333,0
"344",2.28872220529339,5,1.8
"345",4.22177669329333,1.33333333333333,0
"346",5.82284371580255,1,0
"347",2.43251649045344,8,1.125
"348",3.32490497484233,2,0
"349",2.03100446422561,5.33333333333333,3.375
"350",6.31841778434304,1,0
"351",2.41277888890482,2,4.5
"352",3.89786413855082,10,1.8
"353",2.72725183213728,8,3.375
"354",4.23925387342662,8,5.625
"355",2.39312499857665,14,1.92857142857143
"356",1.7013171720297,26,2.42307692307692
"357",8.27056192651378,17,7.94117647058824
"358",3.60634279875386,16.6666666666667,4.32
"359",5.16416777636572,8.33333333333333,5.4
"360",2.62940625123323,2,4.5
"361",2.79698774760035,6.33333333333333,5.68421052631579
"362",0.775889927533525,8,0
"363",3.31098460105022,13,2.76923076923077
"364",15.490418127287,5.66666666666667,19.0588235294118
"365",5.84599356346705,2.33333333333333,11.5714285714286
"366",0.620350979928147,13,0
"367",1.02125822636857,9.33333333333333,0.964285714285714
"368",2.74353816000784,2,0
"369",0.848954866566779,8.66666666666667,1.03846153846154
"370",4.24315837807038,9.33333333333333,5.78571428571429
"371",0.725871279228411,4,2.25
"372",3.95614465687113,2.66666666666667,0
"373",2.67486602435472,6.66666666666667,0
"374",1.24132355646488,1,0
"375",1.37985190729387,8,1.125
"376",4.94225463963792,6,3
"377",2.80145963063264,16.6666666666667,4.86
"378",2.13971037338578,4.33333333333333,4.15384615384615
"379",2.16730277039456,14,3.85714285714286
"380",4.96106438898015,1,0
"381",1.71937463735009,26.3333333333333,0.683544303797468
"382",10.186883152113,16,16.3125
"383",2.31833221102447,13,4.15384615384615
"384",8.21792741925118,4,6.75
"385",14.9667527314407,9.33333333333333,12.5357142857143
"386",2.0037718528257,2,4.5
"387",3.80662632085602,5.66666666666667,4.76470588235294
"388",1.69418089137134,14.6666666666667,1.84090909090909
"389",1.15782484248634,1,0
"390",2.78961696033487,15.3333333333333,1.76086956521739
"391",2.5441798176447,17.3333333333333,3.63461538461538
"392",4.33859274384672,17.3333333333333,3.63461538461538
"393",7.35451199571658,6.66666666666667,5.4
"394",1.44881539467641,4,2.25
"395",2.28401980276042,1.33333333333333,0
"396",2.89236096409111,5.33333333333333,1.6875
"397",3.23264754095945,8.33333333333333,4.32
"398",7.22703340228179,1.33333333333333,6.75
"399",3.54427370965276,8.33333333333333,2.16
"400",1.39331389734087,2,0
"401",3.17796940683649,2.66666666666667,6.75
"402",4.22515163155252,9,2
"403",3.84752043920092,7.66666666666667,0
"404",2.2180581702269,9.66666666666667,3.72413793103448
"405",1.41315064355758,9.66666666666667,0
"406",7.52540477583786,4,4.5
"407",1.67883927505696,2.33333333333333,0
"408",2.27187520556868,8.33333333333333,0
"409",2.1721168097922,0.333333333333333,0
"410",3.2195700225894,8,3.375
"411",2.01036035134289,13.6666666666667,3.29268292682927
"412",8.47248573428229,2,13.5
"413",1.55022986786923,1,0
"414",4.87482910900089,1,0
"415",9.48388220578495,6.66666666666667,5.4
"416",3.97898514359242,1,0
"417",1.52701834603833,13.6666666666667,0.658536585365854
"418",3.13676913715219,1.33333333333333,0
"419",1.94038128188874,15.6666666666667,1.14893617021277
"420",1.80489281995615,2,4.5
"421",2.07446529873849,16,0.5625
"422",0.595861946207507,2,0
"423",1.89596316511934,4,4.5
"424",2.36778039029293,6.66666666666667,0
"425",4.48345428386126,2,4.5
"426",1.01608347147414,25.6666666666667,1.4025974025974
"427",1.32737141504316,15,1.2
"428",1.37034924408726,7.66666666666667,1.17391304347826
"429",1.66101633666875,9,3
"430",1.53876643944713,1.33333333333333,6.75
"431",6.5767416540002,4,2.25
"432",0.808054368518574,8,1.125
"433",1.98770007061413,2,0
"434",1.72874801276194,3.33333333333333,0
"435",2.78127702399084,0.666666666666667,13.5
"436",2.54807181449497,23.3333333333333,3.08571428571429
"437",1.97766587598447,7.33333333333333,1.22727272727273
"438",3.34946146999788,10.3333333333333,1.74193548387097
"439",2.30790191421599,7.33333333333333,4.90909090909091
"440",2.20677375110454,0.666666666666667,0
"441",2.28988095714531,8.33333333333333,3.24
"442",0.435458913933183,2,4.5
"443",6.19330438217471,1,0
"444",8.16824335689886,7,5.14285714285714
"445",1.92703650477321,3,0
"446",2.5612273995327,2,4.5
"447",1.68255362561514,16.6666666666667,4.86
"448",4.73597307402742,7.66666666666667,2.34782608695652
"449",3.88238868245983,17,6.35294117647059
"450",5.28716831016696,13.6666666666667,6.58536585365854
"451",3.1272005995584,13,2.76923076923077
"452",4.45209625457614,16,6.75
"453",1.49616872101441,6.66666666666667,2.7
"454",5.00635604568028,2.33333333333333,3.85714285714286
"455",3.13059843662891,5,3.6
"456",6.53426114848737,1,0
"457",6.99039746008863,9.66666666666667,3.72413793103448
"458",3.58792627642935,2,0
"459",1.982389873105,1,0
"460",2.19812266404254,7,3.85714285714286
"461",0.346823090812701,4,2.25
"462",1.40161210966803,25,0.72
"463",2.76828953307585,9,2
"464",1.34204916195037,19,0.947368421052632
"465",6.90779274579713,18,7.5
"466",7.97957602166319,8,6.75
"467",1.43978102138829,13.6666666666667,1.97560975609756
"468",0.0653688399919423,10.6666666666667,0.84375
"469",9.11793408822119,8,10.125
"470",3.7678640934701,6.33333333333333,0
"471",1.20836352881487,13,0
"472",4.40867825022,4.66666666666667,5.78571428571429
"473",0.629928698479954,2,0
"474",0.298107473550924,7.33333333333333,1.22727272727273
"475",4.32269107107707,3,0
"476",0.320615301202065,2.33333333333333,0
"477",1.02986604310601,13.6666666666667,0
"478",0.778051252622455,17,0.529411764705882
"479",0.434352752205695,1.66666666666667,0
"480",1.9355051150998,2,0
"481",1.50412082802153,8.66666666666667,0
"482",4.31033260901618,1,18
"483",5.70260644225868,13.6666666666667,7.90243902439024
"484",6.09746805463117,1.33333333333333,13.5
"485",3.01887054927205,14,2.57142857142857
"486",2.57233360272015,29,1.24137931034483
"487",0.969126197248518,5,1.8
"488",1.82714493641848,8,1.125
"489",3.26139415071916,16,7.3125
"490",1.22162531804446,1,0
"491",5.99832179962946,8,9
"492",5.24685092541124,19,7.57894736842105
"493",2.06392234396659,9,0
"494",6.18933754538963,7.33333333333333,7.36363636363636
"495",1.71307308646394,8.33333333333333,2.16
"496",2.15537027383512,15.6666666666667,2.87234042553191
"497",0.830055651710762,7,0
"498",0.851447619354136,9.33333333333333,0.964285714285714
"499",9.51596912511625,10.6666666666667,7.59375
"500",0.548627148001327,4.66666666666667,0
"501",3.56520429099687,1,9
"502",5.72894017659448,14.3333333333333,2.51162790697674
"503",1.82961443225728,1.33333333333333,6.75
"504",6.76793458897829,9,7
"505",1.71709145849354,14,0.642857142857143
"506",1.81443844854729,8,1.125
"507",4.95751055602964,16,8.4375
"508",1.3676754160601,1,0
"509",1.31594282556297,7.33333333333333,3.68181818181818
"510",3.53926477662639,6.66666666666667,5.4
"511",1.31833973766634,7.66666666666667,0
"512",4.78263667057528,14.3333333333333,5.02325581395349
"513",1.25461094419352,4.66666666666667,0
"514",2.32682613427791,2,4.5
"515",4.43062135132012,16.3333333333333,2.20408163265306
"516",4.42148979362893,2,4.5
"517",7.12619229887105,2,4.5
"518",0.765961478221421,2,4.5
"519",2.62086059767166,4.66666666666667,3.85714285714286
"520",0.0354518183405059,1.66666666666667,0
"521",7.71461691278067,13.3333333333333,6.75
"522",4.4621569306975,14.6666666666667,3.68181818181818
"523",5.25539319883145,8.66666666666667,7.26923076923077
"524",8.61382830604022,1.66666666666667,21.6
"525",2.29347907201985,1.33333333333333,0
"526",1.87363278319504,9,0
"527",2.80851470260474,3,3
"528",9.75631763729532,8,9
"529",4.3705686958486,3,6
"530",2.78565006625429,7.33333333333333,3.68181818181818
"531",1.98606518187354,8,2.25
"532",4.49121600587143,7.66666666666667,7.04347826086957
"533",2.39102945756996,1,9
"534",4.92346770606734,2.66666666666667,3.375
"535",1.64945931117174,3.66666666666667,2.45454545454545
"536",0.508720814215834,10,0
"537",1.75449602343299,10.6666666666667,3.375
"538",1.64888771649108,1,0
"539",0.782089104656816,6,3
"540",0.789063994249057,5.66666666666667,0
"541",3.37485686967597,20,4.05
"542",4.55788800955544,9.66666666666667,8.37931034482759
"543",0.126739854999032,7,0
"544",2.80559673577714,8.66666666666667,2.07692307692308
"545",4.75971960683532,2,0
"546",7.61370139658476,7,9
"547",0.93213778934976,10,0.9
"548",2.16479274540051,5.66666666666667,3.17647058823529
"549",6.22459051528063,5,7.2
"550",3.41079982715439,15,4.8
"551",5.73625070677847,18,5.5
"552",1.98346219327298,14.6666666666667,2.45454545454545
"553",11.5644348013355,6.66666666666667,10.8
"554",3.42873808265561,13,2.07692307692308
"555",1.74988999271471,2.33333333333333,0
"556",1.97020644047313,7.33333333333333,2.45454545454545
"557",2.38196888558531,8.66666666666667,3.11538461538462
"558",0.4460837105966,8.33333333333333,0
"559",0.500429662061109,16,0.5625
"560",0.263116074070974,7.66666666666667,0
"561",1.20411475054123,15.6666666666667,2.29787234042553
"562",1.9251087819563,3.33333333333333,0
"563",2.38261687024942,8,1.125
"564",1.94847863931193,1.66666666666667,0
"565",1.06560478023548,9.33333333333333,0
"566",3.21166937618208,8,3.375
"567",5.48370083164457,8,4.5
"568",3.422580046736,25.6666666666667,2.45454545454545
"569",5.7764731435395,1,9
"570",3.92662899572986,8,3.375
"571",1.35690341715554,18,1
"572",1.79382186267639,1,0
"573",0.30694470152471,1,0
"574",0.52020427487374,14,1.28571428571429
"575",0.44162098180206,8.66666666666667,0
"576",2.00689123087932,14.3333333333333,0.627906976744186
"577",0.887657696876239,1,0
"578",4.52943395696493,3,9
"579",8.9099185063772,9,10
"580",5.33767824433279,5,9
"581",4.8303665851899,7.33333333333333,1.22727272727273
"582",1.57344494689468,15.6666666666667,0.574468085106383
"583",2.28851140228407,1,0
"584",1.92362728448823,1,0
"585",0.773724148560448,17,0.529411764705882
"586",1.6640363162008,9,3
"587",1.76572493786569,10,0.9
"588",1.84316459862898,10.6666666666667,4.21875
"589",5.18818866881934,23.6666666666667,7.98591549295775
"590",0.507826157476477,2.33333333333333,0
"591",2.87541953139167,0.333333333333333,0
"592",1.76685170470957,1,0
"593",1.05744023054299,2.66666666666667,0
"594",2.48635526325518,4.33333333333333,4.15384615384615
"595",3.21341854093554,3,0
"596",3.76501082411768,9.66666666666667,1.86206896551724
"597",5.09079190332075,20,6.75
"598",1.45533054186767,1,0
"599",4.26355059647993,8.66666666666667,5.19230769230769
"600",2.64700142378283,6.33333333333333,1.42105263157895
"601",5.47735968839413,8.66666666666667,5.19230769230769
"602",5.21070079957432,13.6666666666667,2.63414634146341
"603",2.09922688706963,7.33333333333333,0
"604",5.61890914635453,3,3
"605",1.48783079735038,8.33333333333333,2.16
"606",3.32202012265696,38,3.55263157894737
"607",3.15200247246881,20.6666666666667,1.30645161290323
"608",3.01684534886624,8.66666666666667,4.15384615384615
"609",4.88899468221954,8,4.5
"610",4.7859567265783,8,5.625
"611",2.48017362155403,0.333333333333333,0
"612",0.849896502142783,9,0
"613",3.25472479436525,17,3.17647058823529
"614",4.12097142508441,2.33333333333333,11.5714285714286
"615",1.03488209598796,1,0
"616",5.93031764030992,8.33333333333333,5.4
"617",7.55457790879467,2,4.5
"618",2.61343689623171,9,3
"619",7.0332014509895,8.66666666666667,9.34615384615385
"620",1.89941492085849,1,0
"621",0.185862102338001,19,0.473684210526316
"622",1.46673104581373,3.66666666666667,0
"623",6.35202211796683,15.6666666666667,5.17021276595745
"624",3.62986660880767,1,0
"625",5.21588662132693,8.33333333333333,3.24
"626",5.09010790398416,18,3.5
"627",1.80416302472934,14,1.92857142857143
"628",3.11614206965832,13.6666666666667,1.31707317073171
"629",1.26403201589772,20.6666666666667,1.30645161290323
"630",5.72803149194352,1,18
"631",1.84313588638753,7.33333333333333,0
"632",1.11633267999749,1.33333333333333,0
"633",6.63004973979975,13,4.84615384615385
"634",3.60221352013783,17,2.11764705882353
"635",5.50705732010433,2.33333333333333,11.5714285714286
"636",2.36255008807301,1,0
"637",3.05432576186085,3,3
"638",2.33753249689021,16,2.25
"639",1.6205139912383,16,0
"640",1.13383299578142,8,0
"641",1.53396831928399,7.66666666666667,1.17391304347826
"642",1.55890674954274,2.66666666666667,6.75
"643",3.33227639964111,7,2.57142857142857
"644",1.23655714158708,2.33333333333333,0
"645",0.22268884110264,18.6666666666667,0.482142857142857
"646",7.71667152196187,15.3333333333333,9.39130434782609
"647",3.4253737706043,17.3333333333333,4.15384615384615
"648",0.728357072419585,9.33333333333333,0
"649",4.53528515154068,14.6666666666667,6.13636363636364
"650",3.20884080287094,15.6666666666667,2.29787234042553
"651",1.77410911936244,6,3
"652",4.18574048049067,8.33333333333333,4.32
"653",1.87976837366804,3,3
"654",1.56825119935239,0.666666666666667,0
"655",2.9601736449167,2,0
"656",2.68409436490085,8,3.375
"657",1.90717236131953,2,0
"658",5.27182707209313,1,0
"659",5.11320044735416,2,13.5
"660",4.71159010020508,0.666666666666667,13.5
"661",2.28326285682433,15,1.2
"662",2.80942517010157,3,3
"663",3.7377434753656,14.6666666666667,2.45454545454545
"664",0.874411172213171,2,0
"665",3.69329046133014,19,4.26315789473684
"666",2.8383428362512,1,9
"667",1.15009180709865,2.33333333333333,0
"668",5.18115488377633,16,7.875
"669",1.8097413607587,7,0
"670",0.216034121271114,7,0
"671",5.3699960609651,5,1.8
"672",1.88527008127697,1.66666666666667,0
"673",0.667961085489657,14,0
"674",7.40662971150338,13.3333333333333,7.425
"675",3.05457528963119,8.33333333333333,2.16
"676",5.97255257371926,7.33333333333333,8.59090909090909
"677",2.33070276555756,7.66666666666667,2.34782608695652
"678",1.78907878880796,14.3333333333333,0.627906976744186
"679",2.34185281111651,9,3
"680",0.247294075619946,7,0
"681",4.89762270192743,16,3.375
"682",2.04333809523938,3,3
"683",0.562294681477588,6,0
"684",4.95001609089186,3,3
"685",0.680620139717638,14.6666666666667,0.613636363636364
"686",1.81057737070425,2,0
"687",0.740779939638283,7.33333333333333,0
"688",5.42377911100019,6,7.5
