"","team_key","date","stat_id","IP","year","stat_name","IP_round","ERA","run_per_inning","run_per_out","true_ERA"
"978","328.l.69518.t.6",16201,50,NA,2014,"IP",21,3,0.333333333333333,0.111111111111111,1.62
"979","328.l.69518.t.7",16201,50,6.333,2014,"IP",7,8.53,0.947777777777778,0.315925925925926,1.62
"980","328.l.69518.t.8",16201,50,9.667,2014,"IP",10,2.79,0.31,0.103333333333333,1.62
"981","328.l.69518.t.9",16201,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"982","328.l.69518.t.10",16201,50,7.667,2014,"IP",8,5.87,0.652222222222222,0.217407407407407,1.62
"983","328.l.69518.t.11",16201,50,13,2014,"IP",13,3.46,0.384444444444444,0.128148148148148,1.62
"984","328.l.69518.t.12",16201,50,13.667,2014,"IP",14,5.27,0.585555555555555,0.195185185185185,1.62
"985","328.l.69518.t.1",16202,50,1,2014,"IP",1,0,0,0,1.62
"986","328.l.69518.t.2",16202,50,2,2014,"IP",2,0,0,0,1.62
"987","328.l.69518.t.3",16202,50,7,2014,"IP",7,1.29,0.143333333333333,0.0477777777777778,1.62
"988","328.l.69518.t.4",16202,50,1,2014,"IP",1,18,2,0.666666666666667,1.62
"989","328.l.69518.t.5",16202,50,0,2014,"IP",0,NA,NA,NA,1.62
"990","328.l.69518.t.6",16202,50,1,2014,"IP",1,0,0,0,1.62
"991","328.l.69518.t.7",16202,50,9,2014,"IP",9,2,0.222222222222222,0.0740740740740741,1.62
"992","328.l.69518.t.8",16202,50,7,2014,"IP",7,3.86,0.428888888888889,0.142962962962963,1.62
"993","328.l.69518.t.9",16202,50,19.333,2014,"IP",20,6.52,0.724444444444444,0.241481481481481,1.62
"994","328.l.69518.t.10",16202,50,9,2014,"IP",9,4,0.444444444444444,0.148148148148148,1.62
"995","328.l.69518.t.11",16202,50,6,2014,"IP",6,6,0.666666666666667,0.222222222222222,1.62
"996","328.l.69518.t.12",16202,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"997","328.l.69518.t.1",16203,50,4.333,2014,"IP",5,10.38,1.15333333333333,0.384444444444444,1.62
"998","328.l.69518.t.2",16203,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"999","328.l.69518.t.3",16203,50,25.667,2014,"IP",26,1.75,0.194444444444444,0.0648148148148148,1.62
"1000","328.l.69518.t.4",16203,50,13,2014,"IP",13,4.15,0.4611111,0.1537037,1.62
"1001","328.l.69518.t.5",16203,50,7,2014,"IP",7,2.57,0.2855556,0.09518519,1.62
"1002","328.l.69518.t.6",16203,50,9,2014,"IP",9,12,1.333333,0.4444444,1.62
"1003","328.l.69518.t.7",16203,50,6.333,2014,"IP",7,1.42,0.1577778,0.05259259,1.62
"1004","328.l.69518.t.8",16203,50,18.667,2014,"IP",19,2.41,0.2677778,0.08925926,1.62
"1005","328.l.69518.t.9",16203,50,8.667,2014,"IP",9,2.08,0.2311111,0.07703704,1.62
"1006","328.l.69518.t.10",16203,50,9,2014,"IP",9,1,0.1111111,0.03703704,1.62
"1007","328.l.69518.t.11",16203,50,3,2014,"IP",3,3,0.3333333,0.1111111,1.62
"1008","328.l.69518.t.12",16203,50,1,2014,"IP",1,9,1,0.3333333,1.62
"1009","328.l.69518.t.1",16204,50,3.667,2014,"IP",4,7.36,0.8177778,0.2725926,1.62
"1010","328.l.69518.t.2",16204,50,1.333,2014,"IP",2,27,3,1,1.62
"1011","328.l.69518.t.3",16204,50,8.667,2014,"IP",9,7.27,0.8077778,0.2692593,1.62
"1012","328.l.69518.t.4",16204,50,8,2014,"IP",8,1.12,0.1244444,0.04148148,1.62
"1013","328.l.69518.t.5",16204,50,17,2014,"IP",17,5.82,0.6466667,0.2155556,1.62
"1014","328.l.69518.t.6",16204,50,2,2014,"IP",2,0,0,0,1.62
"1015","328.l.69518.t.7",16204,50,3,2014,"IP",3,6,0.6666667,0.2222222,1.62
"1016","328.l.69518.t.8",16204,50,3,2014,"IP",3,0,0,0,1.62
"1017","328.l.69518.t.9",16204,50,7,2014,"IP",7,1.29,0.1433333,0.04777778,1.62
"1018","328.l.69518.t.10",16204,50,9,2014,"IP",9,1,0.1111111,0.03703704,1.62
"1019","328.l.69518.t.11",16204,50,9,2014,"IP",9,3,0.3333333,0.1111111,1.62
"1020","328.l.69518.t.12",16204,50,15,2014,"IP",15,2.4,0.2666667,0.08888889,1.62
"1021","328.l.69518.t.1",16205,50,0,2014,"IP",0,NA,NA,NA,1.62
"1022","328.l.69518.t.2",16205,50,0.667,2014,"IP",1,0,0,0,1.62
"1023","328.l.69518.t.3",16205,50,2.667,2014,"IP",3,0,0,0,1.62
"1024","328.l.69518.t.4",16205,50,NA,2014,"IP",13,1.42,0.1577778,0.05259259,1.62
"1025","328.l.69518.t.5",16205,50,6.333,2014,"IP",7,2.84,0.3155556,0.1051852,1.62
"1026","328.l.69518.t.6",16205,50,4.667,2014,"IP",5,3.86,0.4288889,0.142963,1.62
"1027","328.l.69518.t.7",16205,50,19,2014,"IP",19,6.16,0.6844444,0.2281481,1.62
"1028","328.l.69518.t.8",16205,50,8.333,2014,"IP",9,6.48,0.72,0.24,1.62
"1029","328.l.69518.t.9",16205,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1030","328.l.69518.t.10",16205,50,1.667,2014,"IP",2,0,0,0,1.62
"1031","328.l.69518.t.11",16205,50,4,2014,"IP",4,4.5,0.5,0.1666667,1.62
"1032","328.l.69518.t.12",16205,50,0.333,2014,"IP",1,0,0,0,1.62
"1033","328.l.69518.t.1",16206,50,NA,2014,"IP",21,3,0.3333333,0.1111111,1.62
"1034","328.l.69518.t.2",16206,50,13,2014,"IP",13,0.69,0.07666667,0.02555556,1.62
"1035","328.l.69518.t.3",16206,50,2,2014,"IP",2,0,0,0,1.62
"1036","328.l.69518.t.4",16206,50,8,2014,"IP",8,6.75,0.75,0.25,1.62
"1037","328.l.69518.t.5",16206,50,1,2014,"IP",1,0,0,0,1.62
"1038","328.l.69518.t.6",16206,50,1,2014,"IP",1,0,0,0,1.62
"1039","328.l.69518.t.7",16206,50,1.333,2014,"IP",2,13.5,1.5,0.5,1.62
"1040","328.l.69518.t.8",16206,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1041","328.l.69518.t.9",16206,50,6,2014,"IP",6,3,0.3333333,0.1111111,1.62
"1042","328.l.69518.t.10",16206,50,16,2014,"IP",16,1.69,0.1877778,0.06259259,1.62
"1043","328.l.69518.t.11",16206,50,3.333,2014,"IP",4,0,0,0,1.62
"1044","328.l.69518.t.12",16206,50,8,2014,"IP",8,0,0,0,1.62
"1045","328.l.69518.t.1",16207,50,1,2014,"IP",1,0,0,0,1.62
"1046","328.l.69518.t.2",16207,50,5.667,2014,"IP",6,11.12,1.235556,0.4118519,1.62
"1047","328.l.69518.t.3",16207,50,3,2014,"IP",3,0,0,0,1.62
"1048","328.l.69518.t.4",16207,50,9.667,2014,"IP",10,2.79,0.31,0.1033333,1.62
"1049","328.l.69518.t.5",16207,50,3,2014,"IP",3,0,0,0,1.62
"1050","328.l.69518.t.6",16207,50,16,2014,"IP",16,0.56,0.06222222,0.02074074,1.62
"1051","328.l.69518.t.7",16207,50,3.333,2014,"IP",4,5.4,0.6,0.2,1.62
"1052","328.l.69518.t.8",16207,50,2.667,2014,"IP",3,23.62,2.624444,0.8748148,1.62
"1053","328.l.69518.t.9",16207,50,10,2014,"IP",10,0,0,0,1.62
"1054","328.l.69518.t.10",16207,50,2,2014,"IP",2,0,0,0,1.62
"1055","328.l.69518.t.11",16207,50,6,2014,"IP",6,3,0.3333333,0.1111111,1.62
"1056","328.l.69518.t.12",16207,50,8.667,2014,"IP",9,11.42,1.268889,0.422963,1.62
"1057","328.l.69518.t.1",16208,50,8.333,2014,"IP",9,6.48,0.72,0.24,1.62
"1058","328.l.69518.t.2",16208,50,3,2014,"IP",3,0,0,0,1.62
"1059","328.l.69518.t.3",16208,50,14,2014,"IP",14,5.14,0.5711111,0.1903704,1.62
"1060","328.l.69518.t.4",16208,50,3.333,2014,"IP",4,5.4,0.6,0.2,1.62
"1061","328.l.69518.t.5",16208,50,0.667,2014,"IP",1,13.5,1.5,0.5,1.62
"1062","328.l.69518.t.6",16208,50,NA,2014,"IP",13,8.76,0.9733333,0.3244444,1.62
"1063","328.l.69518.t.7",16208,50,7.333,2014,"IP",8,2.45,0.2722222,0.09074074,1.62
"1064","328.l.69518.t.8",16208,50,17,2014,"IP",17,5.29,0.5877778,0.1959259,1.62
"1065","328.l.69518.t.9",16208,50,NA,2014,"IP",23,2.78,0.3088889,0.102963,1.62
"1066","328.l.69518.t.10",16208,50,4.667,2014,"IP",5,3.86,0.4288889,0.142963,1.62
"1067","328.l.69518.t.11",16208,50,8,2014,"IP",8,5.62,0.6244444,0.2081481,1.62
"1068","328.l.69518.t.12",16208,50,2.667,2014,"IP",3,0,0,0,1.62
"1069","328.l.69518.t.1",16209,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1070","328.l.69518.t.2",16209,50,8,2014,"IP",8,5.62,0.6244444,0.2081481,1.62
"1071","328.l.69518.t.3",16209,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1072","328.l.69518.t.4",16209,50,NA,2014,"IP",13,2.84,0.3155556,0.1051852,1.62
"1073","328.l.69518.t.5",16209,50,NA,2014,"IP",12,7.71,0.8566667,0.2855556,1.62
"1074","328.l.69518.t.6",16209,50,2,2014,"IP",2,0,0,0,1.62
"1075","328.l.69518.t.7",16209,50,7,2014,"IP",7,5.14,0.5711111,0.1903704,1.62
"1076","328.l.69518.t.8",16209,50,1,2014,"IP",1,9,1,0.3333333,1.62
"1077","328.l.69518.t.9",16209,50,1,2014,"IP",1,0,0,0,1.62
"1078","328.l.69518.t.10",16209,50,2,2014,"IP",2,0,0,0,1.62
"1079","328.l.69518.t.11",16209,50,10.667,2014,"IP",11,2.53,0.2811111,0.0937037,1.62
"1080","328.l.69518.t.12",16209,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1081","328.l.69518.t.1",16210,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1082","328.l.69518.t.2",16210,50,6.333,2014,"IP",7,5.68,0.6311111,0.2103704,1.62
"1083","328.l.69518.t.3",16210,50,15,2014,"IP",15,2.4,0.2666667,0.08888889,1.62
"1084","328.l.69518.t.4",16210,50,NA,2014,"IP",12,5.56,0.6177778,0.2059259,1.62
"1085","328.l.69518.t.5",16210,50,40.667,2014,"IP",41,3.76,0.4177778,0.1392593,1.62
"1086","328.l.69518.t.6",16210,50,2.333,2014,"IP",3,7.71,0.8566667,0.2855556,1.62
"1087","328.l.69518.t.7",16210,50,3,2014,"IP",3,0,0,0,1.62
"1088","328.l.69518.t.8",16210,50,10.333,2014,"IP",11,3.48,0.3866667,0.1288889,1.62
"1089","328.l.69518.t.9",16210,50,8,2014,"IP",8,2.25,0.25,0.08333333,1.62
"1090","328.l.69518.t.10",16210,50,13,2014,"IP",13,5.54,0.6155556,0.2051852,1.62
"1091","328.l.69518.t.11",16210,50,6.333,2014,"IP",7,7.11,0.79,0.2633333,1.62
"1092","328.l.69518.t.12",16210,50,14,2014,"IP",14,3.86,0.4288889,0.142963,1.62
"1093","328.l.69518.t.1",16211,50,17,2014,"IP",17,1.59,0.1766667,0.05888889,1.62
"1094","328.l.69518.t.2",16211,50,17,2014,"IP",17,5.29,0.5877778,0.1959259,1.62
"1095","328.l.69518.t.3",16211,50,5,2014,"IP",5,3.6,0.4,0.1333333,1.62
"1096","328.l.69518.t.4",16211,50,9.667,2014,"IP",10,6.52,0.7244444,0.2414815,1.62
"1097","328.l.69518.t.5",16211,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1098","328.l.69518.t.6",16211,50,3.333,2014,"IP",4,0,0,0,1.62
"1099","328.l.69518.t.7",16211,50,10,2014,"IP",10,0.9,0.1,0.03333333,1.62
"1100","328.l.69518.t.8",16211,50,NA,2014,"IP",11,0.82,0.09111111,0.03037037,1.62
"1101","328.l.69518.t.9",16211,50,8.333,2014,"IP",9,3.24,0.36,0.12,1.62
"1102","328.l.69518.t.10",16211,50,NA,2014,"IP",11,0.82,0.09111111,0.03037037,1.62
"1103","328.l.69518.t.11",16211,50,1,2014,"IP",1,0,0,0,1.62
"1104","328.l.69518.t.12",16211,50,1.667,2014,"IP",2,5.4,0.6,0.2,1.62
"1105","328.l.69518.t.1",16212,50,9,2014,"IP",9,3,0.3333333,0.1111111,1.62
"1106","328.l.69518.t.2",16212,50,15,2014,"IP",15,1.8,0.2,0.06666667,1.62
"1107","328.l.69518.t.3",16212,50,0,2014,"IP",0,NA,NA,NA,1.62
"1108","328.l.69518.t.4",16212,50,3.333,2014,"IP",4,2.7,0.3,0.1,1.62
"1109","328.l.69518.t.5",16212,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1110","328.l.69518.t.6",16212,50,8.667,2014,"IP",9,4.15,0.4611111,0.1537037,1.62
"1111","328.l.69518.t.7",16212,50,8,2014,"IP",8,2.25,0.25,0.08333333,1.62
"1112","328.l.69518.t.8",16212,50,3.667,2014,"IP",4,0,0,0,1.62
"1113","328.l.69518.t.9",16212,50,1,2014,"IP",1,0,0,0,1.62
"1114","328.l.69518.t.10",16212,50,7.333,2014,"IP",8,8.59,0.9544444,0.3181481,1.62
"1115","328.l.69518.t.11",16212,50,19,2014,"IP",19,1.89,0.21,0.07,1.62
"1116","328.l.69518.t.12",16212,50,10,2014,"IP",10,0.9,0.1,0.03333333,1.62
"1117","328.l.69518.t.1",16213,50,6.667,2014,"IP",7,6.75,0.75,0.25,1.62
"1118","328.l.69518.t.2",16213,50,6,2014,"IP",6,1.5,0.1666667,0.05555556,1.62
"1119","328.l.69518.t.3",16213,50,3,2014,"IP",3,6,0.6666667,0.2222222,1.62
"1120","328.l.69518.t.4",16213,50,1,2014,"IP",1,0,0,0,1.62
"1121","328.l.69518.t.5",16213,50,1,2014,"IP",1,0,0,0,1.62
"1122","328.l.69518.t.6",16213,50,20,2014,"IP",20,3.15,0.35,0.1166667,1.62
"1123","328.l.69518.t.7",16213,50,8.333,2014,"IP",9,5.4,0.6,0.2,1.62
"1124","328.l.69518.t.8",16213,50,6.667,2014,"IP",7,0,0,0,1.62
"1125","328.l.69518.t.9",16213,50,NA,2014,"IP",22,2.53,0.2811111,0.0937037,1.62
"1126","328.l.69518.t.10",16213,50,3,2014,"IP",3,0,0,0,1.62
"1127","328.l.69518.t.11",16213,50,4,2014,"IP",4,0,0,0,1.62
"1128","328.l.69518.t.12",16213,50,7,2014,"IP",7,3.86,0.4288889,0.142963,1.62
"1129","328.l.69518.t.1",16214,50,8.667,2014,"IP",9,2.08,0.2311111,0.07703704,1.62
"1130","328.l.69518.t.2",16214,50,13.667,2014,"IP",14,2.63,0.2922222,0.09740741,1.62
"1131","328.l.69518.t.3",16214,50,20.333,2014,"IP",21,6.2,0.6888889,0.2296296,1.62
"1132","328.l.69518.t.4",16214,50,17.667,2014,"IP",18,3.57,0.3966667,0.1322222,1.62
"1133","328.l.69518.t.5",16214,50,1,2014,"IP",1,0,0,0,1.62
"1134","328.l.69518.t.6",16214,50,NA,2014,"IP",11,0.82,0.09111111,0.03037037,1.62
"1135","328.l.69518.t.7",16214,50,8.333,2014,"IP",9,2.16,0.24,0.08,1.62
"1136","328.l.69518.t.8",16214,50,NA,2014,"IP",22,3.68,0.4088889,0.1362963,1.62
"1137","328.l.69518.t.9",16214,50,0.667,2014,"IP",1,0,0,0,1.62
"1138","328.l.69518.t.10",16214,50,1.333,2014,"IP",2,0,0,0,1.62
"1139","328.l.69518.t.11",16214,50,9,2014,"IP",9,4,0.4444444,0.1481481,1.62
"1140","328.l.69518.t.12",16214,50,1,2014,"IP",1,0,0,0,1.62
"1141","328.l.69518.t.1",16215,50,1,2014,"IP",1,0,0,0,1.62
"1142","328.l.69518.t.2",16215,50,7,2014,"IP",7,3.86,0.4288889,0.142963,1.62
"1143","328.l.69518.t.3",16215,50,4,2014,"IP",4,4.5,0.5,0.1666667,1.62
"1144","328.l.69518.t.4",16215,50,6,2014,"IP",6,3,0.3333333,0.1111111,1.62
"1145","328.l.69518.t.5",16215,50,37.333,2014,"IP",38,2.17,0.2411111,0.08037037,1.62
"1146","328.l.69518.t.6",16215,50,0.667,2014,"IP",1,27,3,1,1.62
"1147","328.l.69518.t.7",16215,50,6.667,2014,"IP",7,4.05,0.45,0.15,1.62
"1148","328.l.69518.t.8",16215,50,13,2014,"IP",13,2.08,0.2311111,0.07703704,1.62
"1149","328.l.69518.t.9",16215,50,5.333,2014,"IP",6,1.69,0.1877778,0.06259259,1.62
"1150","328.l.69518.t.10",16215,50,14,2014,"IP",14,5.14,0.5711111,0.1903704,1.62
"1151","328.l.69518.t.11",16215,50,16,2014,"IP",16,0.56,0.06222222,0.02074074,1.62
"1152","328.l.69518.t.12",16215,50,17,2014,"IP",17,1.06,0.1177778,0.03925926,1.62
"1153","328.l.69518.t.1",16216,50,16,2014,"IP",16,3.94,0.4377778,0.1459259,1.62
"1154","328.l.69518.t.2",16216,50,4.333,2014,"IP",5,0,0,0,1.62
"1155","328.l.69518.t.3",16216,50,3,2014,"IP",3,6,0.6666667,0.2222222,1.62
"1156","328.l.69518.t.4",16216,50,14.333,2014,"IP",15,4.4,0.4888889,0.162963,1.62
"1157","328.l.69518.t.5",16216,50,2.667,2014,"IP",3,16.88,1.875556,0.6251852,1.62
"1158","328.l.69518.t.6",16216,50,2,2014,"IP",2,0,0,0,1.62
"1159","328.l.69518.t.7",16216,50,23,2014,"IP",23,4.3,0.4777778,0.1592593,1.62
"1160","328.l.69518.t.8",16216,50,1.667,2014,"IP",2,21.6,2.4,0.8,1.62
"1161","328.l.69518.t.9",16216,50,8,2014,"IP",8,2.25,0.25,0.08333333,1.62
"1162","328.l.69518.t.10",16216,50,3,2014,"IP",3,0,0,0,1.62
"1163","328.l.69518.t.11",16216,50,1,2014,"IP",1,0,0,0,1.62
"1164","328.l.69518.t.12",16216,50,2.333,2014,"IP",3,0,0,0,1.62
"1165","328.l.69518.t.1",16217,50,1.667,2014,"IP",2,5.4,0.6,0.2,1.62
"1166","328.l.69518.t.2",16217,50,15.667,2014,"IP",16,5.17,0.5744444,0.1914815,1.62
"1167","328.l.69518.t.3",16217,50,5,2014,"IP",5,0,0,0,1.62
"1168","328.l.69518.t.4",16217,50,19.667,2014,"IP",20,1.37,0.1522222,0.05074074,1.62
"1169","328.l.69518.t.5",16217,50,1,2014,"IP",1,0,0,0,1.62
"1170","328.l.69518.t.6",16217,50,10.333,2014,"IP",11,3.48,0.3866667,0.1288889,1.62
"1171","328.l.69518.t.7",16217,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1172","328.l.69518.t.8",16217,50,2,2014,"IP",2,0,0,0,1.62
"1173","328.l.69518.t.9",16217,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1174","328.l.69518.t.10",16217,50,NA,2014,"IP",12,4.5,0.5,0.1666667,1.62
"1175","328.l.69518.t.11",16217,50,17.667,2014,"IP",18,4.58,0.5088889,0.1696296,1.62
"1176","328.l.69518.t.12",16217,50,8.667,2014,"IP",9,4.15,0.4611111,0.1537037,1.62
"1177","328.l.69518.t.1",16218,50,3.667,2014,"IP",4,4.91,0.5455556,0.1818519,1.62
"1178","328.l.69518.t.2",16218,50,NA,2014,"IP",11,0.82,0.09111111,0.03037037,1.62
"1179","328.l.69518.t.3",16218,50,1.333,2014,"IP",2,13.5,1.5,0.5,1.62
"1180","328.l.69518.t.4",16218,50,4,2014,"IP",4,4.5,0.5,0.1666667,1.62
"1181","328.l.69518.t.5",16218,50,1,2014,"IP",1,0,0,0,1.62
"1182","328.l.69518.t.6",16218,50,14.333,2014,"IP",15,5.02,0.5577778,0.1859259,1.62
"1183","328.l.69518.t.7",16218,50,5,2014,"IP",5,9,1,0.3333333,1.62
"1184","328.l.69518.t.8",16218,50,8.667,2014,"IP",9,4.15,0.4611111,0.1537037,1.62
"1185","328.l.69518.t.9",16218,50,NA,2014,"IP",23,2.78,0.3088889,0.102963,1.62
"1186","328.l.69518.t.10",16218,50,2.333,2014,"IP",3,0,0,0,1.62
"1187","328.l.69518.t.11",16218,50,2.667,2014,"IP",3,0,0,0,1.62
"1188","328.l.69518.t.12",16218,50,9.667,2014,"IP",10,1.86,0.2066667,0.06888889,1.62
"1189","328.l.69518.t.1",16219,50,8,2014,"IP",8,1.12,0.1244444,0.04148148,1.62
"1190","328.l.69518.t.2",16219,50,6.667,2014,"IP",7,1.35,0.15,0.05,1.62
"1191","328.l.69518.t.3",16219,50,14,2014,"IP",14,4.5,0.5,0.1666667,1.62
"1192","328.l.69518.t.4",16219,50,1,2014,"IP",1,0,0,0,1.62
"1193","328.l.69518.t.5",16219,50,1,2014,"IP",1,18,2,0.6666667,1.62
"1194","328.l.69518.t.6",16219,50,3,2014,"IP",3,3,0.3333333,0.1111111,1.62
"1195","328.l.69518.t.7",16219,50,7.667,2014,"IP",8,7.04,0.7822222,0.2607407,1.62
"1196","328.l.69518.t.8",16219,50,9,2014,"IP",9,6,0.6666667,0.2222222,1.62
"1197","328.l.69518.t.9",16219,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1198","328.l.69518.t.10",16219,50,1,2014,"IP",1,0,0,0,1.62
"1199","328.l.69518.t.11",16219,50,7.667,2014,"IP",8,2.35,0.2611111,0.08703704,1.62
"1200","328.l.69518.t.12",16219,50,1.333,2014,"IP",2,0,0,0,1.62
"1201","328.l.69518.t.1",16220,50,7,2014,"IP",7,3.86,0.4288889,0.142963,1.62
"1202","328.l.69518.t.2",16220,50,6.333,2014,"IP",7,17.05,1.894444,0.6314815,1.62
"1203","328.l.69518.t.3",16220,50,15,2014,"IP",15,4.2,0.4666667,0.1555556,1.62
"1204","328.l.69518.t.4",16220,50,1,2014,"IP",1,0,0,0,1.62
"1205","328.l.69518.t.5",16220,50,33.667,2014,"IP",34,4.28,0.4755556,0.1585185,1.62
"1206","328.l.69518.t.6",16220,50,4.667,2014,"IP",5,0,0,0,1.62
"1207","328.l.69518.t.7",16220,50,5.667,2014,"IP",6,7.94,0.8822222,0.2940741,1.62
"1208","328.l.69518.t.8",16220,50,15.333,2014,"IP",16,1.76,0.1955556,0.06518519,1.62
"1209","328.l.69518.t.9",16220,50,2,2014,"IP",2,0,0,0,1.62
"1210","328.l.69518.t.10",16220,50,NA,2014,"IP",13,3.55,0.3944444,0.1314815,1.62
"1211","328.l.69518.t.11",16220,50,6.667,2014,"IP",7,4.05,0.45,0.15,1.62
"1212","328.l.69518.t.12",16220,50,9.667,2014,"IP",10,0,0,0,1.62
"1213","328.l.69518.t.1",16221,50,6,2014,"IP",6,3,0.3333333,0.1111111,1.62
"1214","328.l.69518.t.2",16221,50,7.667,2014,"IP",8,5.87,0.6522222,0.2174074,1.62
"1215","328.l.69518.t.3",16221,50,2,2014,"IP",2,0,0,0,1.62
"1216","328.l.69518.t.4",16221,50,19,2014,"IP",19,4.26,0.4733333,0.1577778,1.62
"1217","328.l.69518.t.5",16221,50,2,2014,"IP",2,0,0,0,1.62
"1218","328.l.69518.t.6",16221,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1219","328.l.69518.t.7",16221,50,18.667,2014,"IP",19,2.41,0.2677778,0.08925926,1.62
"1220","328.l.69518.t.8",16221,50,3.667,2014,"IP",4,9.82,1.091111,0.3637037,1.62
"1221","328.l.69518.t.9",16221,50,7,2014,"IP",7,2.57,0.2855556,0.09518519,1.62
"1222","328.l.69518.t.10",16221,50,3,2014,"IP",3,3,0.3333333,0.1111111,1.62
"1223","328.l.69518.t.11",16221,50,6,2014,"IP",6,4.5,0.5,0.1666667,1.62
"1224","328.l.69518.t.12",16221,50,17.667,2014,"IP",18,2.04,0.2266667,0.07555556,1.62
"1225","328.l.69518.t.1",16222,50,NA,2014,"IP",22,0,0,0,1.62
"1226","328.l.69518.t.2",16222,50,15.667,2014,"IP",16,5.17,0.5744444,0.1914815,1.62
"1227","328.l.69518.t.3",16222,50,0.667,2014,"IP",1,67.5,7.5,2.5,1.62
"1228","328.l.69518.t.4",16222,50,6.333,2014,"IP",7,9.95,1.105556,0.3685185,1.62
"1229","328.l.69518.t.5",16222,50,1,2014,"IP",1,0,0,0,1.62
"1230","328.l.69518.t.6",16222,50,7,2014,"IP",7,1.29,0.1433333,0.04777778,1.62
"1231","328.l.69518.t.7",16222,50,3.333,2014,"IP",4,2.7,0.3,0.1,1.62
"1232","328.l.69518.t.8",16222,50,2,2014,"IP",2,0,0,0,1.62
"1233","328.l.69518.t.9",16222,50,1.667,2014,"IP",2,5.4,0.6,0.2,1.62
"1234","328.l.69518.t.10",16222,50,14.667,2014,"IP",15,3.07,0.3411111,0.1137037,1.62
"1235","328.l.69518.t.11",16222,50,18.667,2014,"IP",19,1.93,0.2144444,0.07148148,1.62
"1236","328.l.69518.t.12",16222,50,6,2014,"IP",6,6,0.6666667,0.2222222,1.62
"1237","328.l.69518.t.1",16223,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1238","328.l.69518.t.2",16223,50,1.667,2014,"IP",2,0,0,0,1.62
"1239","328.l.69518.t.3",16223,50,1,2014,"IP",1,0,0,0,1.62
"1240","328.l.69518.t.4",16223,50,8.333,2014,"IP",9,0,0,0,1.62
"1241","328.l.69518.t.5",16223,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1242","328.l.69518.t.6",16223,50,9,2014,"IP",9,4,0.4444444,0.1481481,1.62
"1243","328.l.69518.t.7",16223,50,0.667,2014,"IP",1,27,3,1,1.62
"1244","328.l.69518.t.8",16223,50,9,2014,"IP",9,2,0.2222222,0.07407407,1.62
"1245","328.l.69518.t.9",16223,50,13,2014,"IP",13,1.38,0.1533333,0.05111111,1.62
"1246","328.l.69518.t.10",16223,50,NA,2014,"IP",NA,NA,NA,NA,1.62
"1247","328.l.69518.t.11",16223,50,6,2014,"IP",6,4.5,0.5,0.1666667,1.62
"1248","328.l.69518.t.12",16223,50,0.333,2014,"IP",1,0,0,0,1.62
"1249","328.l.69518.t.1",16224,50,8.667,2014,"IP",9,2.08,0.2311111,0.07703704,1.62
"1250","328.l.69518.t.2",16224,50,7.333,2014,"IP",8,2.45,0.2722222,0.09074074,1.62
"1251","328.l.69518.t.3",16224,50,8.333,2014,"IP",9,5.4,0.6,0.2,1.62
"1252","328.l.69518.t.4",16224,50,8,2014,"IP",8,6.75,0.75,0.25,1.62
"1253","328.l.69518.t.5",16224,50,1,2014,"IP",1,0,0,0,1.62
"1254","328.l.69518.t.6",16224,50,17.333,2014,"IP",18,1.04,0.1155556,0.03851852,1.62
"1255","328.l.69518.t.7",16224,50,NA,2014,"IP",11,1.64,0.1822222,0.06074074,1.62
"1256","328.l.69518.t.8",16224,50,8.667,2014,"IP",9,6.23,0.6922222,0.2307407,1.62
"1257","328.l.69518.t.9",16224,50,NA,2014,"IP",13,3.55,0.3944444,0.1314815,1.62
"1258","328.l.69518.t.10",16224,50,3,2014,"IP",3,6,0.6666667,0.2222222,1.62
"1259","328.l.69518.t.11",16224,50,2,2014,"IP",2,0,0,0,1.62
"1260","328.l.69518.t.12",16224,50,7,2014,"IP",7,3.86,0.4288889,0.142963,1.62
"1261","328.l.69518.t.1",16225,50,8,2014,"IP",8,4.5,0.5,0.1666667,1.62
"1262","328.l.69518.t.2",16225,50,2,2014,"IP",2,4.5,0.5,0.1666667,1.62
"1263","328.l.69518.t.3",16225,50,14.333,2014,"IP",15,5.65,0.6277778,0.2092593,1.62
"1264","328.l.69518.t.4",16225,50,2.667,2014,"IP",3,3.38,0.3755556,0.1251852,1.62
"1265","328.l.69518.t.5",16225,50,NA,2014,"IP",22,3.38,0.3755556,0.1251852,1.62
